geneID,gene_name,gene_type
ENSMMUG00000052235,ENSMMUG00000052235,lncRNA
ENSMMUG00000033001,U6,snRNA
ENSMMUG00000064223,ENSMMUG00000064223,lncRNA
ENSMMUG00000058166,ENSMMUG00000058166,lncRNA
ENSMMUG00000007081,SGMS1,protein_coding
ENSMMUG00000056432,ENSMMUG00000056432,lncRNA
ENSMMUG00000057291,MRPS16,protein_coding
ENSMMUG00000001118,WDR11,protein_coding
ENSMMUG00000027765,U6,snRNA
ENSMMUG00000017380,NRG3,protein_coding
ENSMMUG00000011281,FAM149B1,protein_coding
ENSMMUG00000051930,Metazoa_SRP,misc_RNA
ENSMMUG00000021233,SEPHS1,protein_coding
ENSMMUG00000055918,ENSMMUG00000055918,protein_coding
ENSMMUG00000028521,U6,snRNA
ENSMMUG00000065324,Metazoa_SRP,misc_RNA
ENSMMUG00000002080,DIP2C,protein_coding
ENSMMUG00000062242,ENSMMUG00000062242,lncRNA
ENSMMUG00000057013,ENSMMUG00000057013,lncRNA
ENSMMUG00000049411,ENSMMUG00000049411,protein_coding
ENSMMUG00000040878,ENSMMUG00000040878,lncRNA
ENSMMUG00000054123,VTI1A,protein_coding
ENSMMUG00000036487,U7,snRNA
ENSMMUG00000058251,ENSMMUG00000058251,lncRNA
ENSMMUG00000013895,TSPAN14,protein_coding
ENSMMUG00000006411,PAPSS2,protein_coding
ENSMMUG00000004101,VPS26A,protein_coding
ENSMMUG00000049536,Metazoa_SRP,misc_RNA
ENSMMUG00000002081,BEND7,protein_coding
ENSMMUG00000053814,Metazoa_SRP,misc_RNA
ENSMMUG00000054418,Metazoa_SRP,misc_RNA
ENSMMUG00000016652,CCAR1,protein_coding
ENSMMUG00000025707,Y_RNA,Y_RNA
ENSMMUG00000062375,Y_RNA,Y_RNA
ENSMMUG00000022799,TCF7L2,protein_coding
ENSMMUG00000015071,PRPF18,protein_coding
ENSMMUG00000011280,ECD,protein_coding
ENSMMUG00000058631,Metazoa_SRP,misc_RNA
ENSMMUG00000011276,NUDT13,protein_coding
ENSMMUG00000060206,Metazoa_SRP,misc_RNA
ENSMMUG00000056694,Metazoa_SRP,misc_RNA
ENSMMUG00000052711,ENSMMUG00000052711,lncRNA
ENSMMUG00000037735,SRGN,protein_coding
ENSMMUG00000061101,Metazoa_SRP,misc_RNA
ENSMMUG00000058010,ENSMMUG00000058010,lncRNA
ENSMMUG00000050238,Metazoa_SRP,misc_RNA
ENSMMUG00000054440,ENSMMUG00000054440,lncRNA
ENSMMUG00000051912,Metazoa_SRP,misc_RNA
ENSMMUG00000033740,ENSMMUG00000033740,snoRNA
ENSMMUG00000009594,FGFR2,protein_coding
ENSMMUG00000008985,KIFBP,protein_coding
ENSMMUG00000011274,P4HA1,protein_coding
ENSMMUG00000017164,FRMD4A,protein_coding
ENSMMUG00000053038,Metazoa_SRP,misc_RNA
ENSMMUG00000059113,Metazoa_SRP,misc_RNA
ENSMMUG00000021773,PRXL2A,protein_coding
ENSMMUG00000034215,Y_RNA,Y_RNA
ENSMMUG00000006414,ATAD1,protein_coding
ENSMMUG00000061883,ENSMMUG00000061883,pseudogene
ENSMMUG00000051516,Metazoa_SRP,misc_RNA
ENSMMUG00000021774,DYDC2,protein_coding
ENSMMUG00000005279,LARP4B,protein_coding
ENSMMUG00000055336,DYDC1,protein_coding
ENSMMUG00000049492,Metazoa_SRP,misc_RNA
ENSMMUG00000001006,DDX50,protein_coding
ENSMMUG00000018634,MAT1A,protein_coding
ENSMMUG00000056671,Metazoa_SRP,misc_RNA
ENSMMUG00000038485,Metazoa_SRP,misc_RNA
ENSMMUG00000055507,KLLN,protein_coding
ENSMMUG00000008431,PTEN,protein_coding
ENSMMUG00000051541,ENSMMUG00000051541,lncRNA
ENSMMUG00000063666,ENSMMUG00000063666,protein_coding
ENSMMUG00000061564,Metazoa_SRP,misc_RNA
ENSMMUG00000036991,U7,snRNA
ENSMMUG00000065315,U6,snRNA
ENSMMUG00000053789,ENSMMUG00000053789,lncRNA
ENSMMUG00000019780,ANXA11,protein_coding
ENSMMUG00000052502,ENSMMUG00000052502,lncRNA
ENSMMUG00000052083,ENSMMUG00000052083,lncRNA
ENSMMUG00000055072,Metazoa_SRP,misc_RNA
ENSMMUG00000052146,ENSMMUG00000052146,lncRNA
ENSMMUG00000055994,ENSMMUG00000055994,protein_coding
ENSMMUG00000056167,PITX3,protein_coding
ENSMMUG00000051287,Metazoa_SRP,misc_RNA
ENSMMUG00000001207,HABP2,protein_coding
ENSMMUG00000058886,Metazoa_SRP,misc_RNA
ENSMMUG00000063113,ENSMMUG00000063113,lncRNA
ENSMMUG00000063121,ENSMMUG00000063121,pseudogene
ENSMMUG00000050570,ENSMMUG00000050570,protein_coding
ENSMMUG00000000826,STOX1,protein_coding
ENSMMUG00000020405,PLA2G12B,protein_coding
ENSMMUG00000017169,FAM107B,protein_coding
ENSMMUG00000033863,ENSMMUG00000033863,snoRNA
ENSMMUG00000026662,Y_RNA,Y_RNA
ENSMMUG00000059955,ENSMMUG00000059955,protein_coding
ENSMMUG00000020404,OIT3,protein_coding
ENSMMUG00000023198,TET1,protein_coding
ENSMMUG00000053017,ENSMMUG00000053017,pseudogene
ENSMMUG00000058361,ENSMMUG00000058361,protein_coding
ENSMMUG00000049481,ENSMMUG00000049481,snoRNA
ENSMMUG00000017170,CDNF,protein_coding
ENSMMUG00000063139,Metazoa_SRP,misc_RNA
ENSMMUG00000062672,ENSMMUG00000062672,lncRNA
ENSMMUG00000057042,ENSMMUG00000057042,lncRNA
ENSMMUG00000020402,MCU,protein_coding
ENSMMUG00000054340,ENSMMUG00000054340,protein_coding
ENSMMUG00000059094,ENSMMUG00000059094,protein_coding
ENSMMUG00000065252,Y_RNA,Y_RNA
ENSMMUG00000058892,ENSMMUG00000058892,lncRNA
ENSMMUG00000001208,NRAP,protein_coding
ENSMMUG00000018198,CCDC6,protein_coding
ENSMMUG00000050408,ENSMMUG00000050408,lncRNA
ENSMMUG00000021594,ATE1,protein_coding
ENSMMUG00000064720,Metazoa_SRP,misc_RNA
ENSMMUG00000017173,HSPA14,protein_coding
ENSMMUG00000058469,Metazoa_SRP,misc_RNA
ENSMMUG00000048229,ENSMMUG00000048229,miRNA
ENSMMUG00000065292,Metazoa_SRP,misc_RNA
ENSMMUG00000014341,RNLS,protein_coding
ENSMMUG00000025285,Y_RNA,Y_RNA
ENSMMUG00000042150,MRLN,protein_coding
ENSMMUG00000008911,SLC16A9,protein_coding
ENSMMUG00000016963,MICU1,protein_coding
ENSMMUG00000059687,ENSMMUG00000059687,pseudogene
ENSMMUG00000024370,Y_RNA,Y_RNA
ENSMMUG00000014343,LIPJ,protein_coding
ENSMMUG00000059423,ENSMMUG00000059423,protein_coding
ENSMMUG00000023148,LIPF,protein_coding
ENSMMUG00000004818,SORBS1,protein_coding
ENSMMUG00000003706,FAM13C,protein_coding
ENSMMUG00000030532,DNA2,protein_coding
ENSMMUG00000063338,ENSMMUG00000063338,lncRNA
ENSMMUG00000055439,ENSMMUG00000055439,pseudogene
ENSMMUG00000016858,LIPK,protein_coding
ENSMMUG00000017174,SUV39H2,protein_coding
ENSMMUG00000047717,Metazoa_SRP,misc_RNA
ENSMMUG00000003000,ENSMMUG00000003000,protein_coding
ENSMMUG00000026168,U6,snRNA
ENSMMUG00000062452,Metazoa_SRP,misc_RNA
ENSMMUG00000010431,DNAJB12,protein_coding
ENSMMUG00000000468,LIPN,protein_coding
ENSMMUG00000012044,NSMCE4A,protein_coding
ENSMMUG00000003705,PHYHIPL,protein_coding
ENSMMUG00000055878,Metazoa_SRP,misc_RNA
ENSMMUG00000062639,Metazoa_SRP,misc_RNA
ENSMMUG00000037884,mml-mir-146b,miRNA
ENSMMUG00000017176,DCLRE1C,protein_coding
ENSMMUG00000011948,MFSD13A,protein_coding
ENSMMUG00000055401,Metazoa_SRP,misc_RNA
ENSMMUG00000065225,ENSMMUG00000065225,lncRNA
ENSMMUG00000055226,DDIT4,protein_coding
ENSMMUG00000061791,ENSMMUG00000061791,lncRNA
ENSMMUG00000062079,ENSMMUG00000062079,protein_coding
ENSMMUG00000033677,Metazoa_SRP,misc_RNA
ENSMMUG00000015750,BICC1,protein_coding
ENSMMUG00000013033,TACC2,protein_coding
ENSMMUG00000000469,LIPM,protein_coding
ENSMMUG00000015600,ANAPC16,protein_coding
ENSMMUG00000000470,ANKRD22,protein_coding
ENSMMUG00000026638,Y_RNA,Y_RNA
ENSMMUG00000009479,ASCC1,protein_coding
ENSMMUG00000009339,STAMBPL1,protein_coding
ENSMMUG00000011949,ACTR1A,protein_coding
ENSMMUG00000027574,Y_RNA,Y_RNA
ENSMMUG00000026323,5S_rRNA,rRNA
ENSMMUG00000044079,ENSMMUG00000044079,protein_coding
ENSMMUG00000019703,RUFY2,protein_coding
ENSMMUG00000019829,TFAM,protein_coding
ENSMMUG00000028279,ENSMMUG00000028279,snoRNA
ENSMMUG00000002122,SPOCK2,protein_coding
ENSMMUG00000019825,UBE2D1,protein_coding
ENSMMUG00000050104,Metazoa_SRP,misc_RNA
ENSMMUG00000009792,HNRNPH3,protein_coding
ENSMMUG00000063429,IPMK,protein_coding
ENSMMUG00000053854,ENSMMUG00000053854,snoRNA
ENSMMUG00000059582,ENSMMUG00000059582,lncRNA
ENSMMUG00000051067,ENSMMUG00000051067,lncRNA
ENSMMUG00000052392,ENSMMUG00000052392,protein_coding
ENSMMUG00000052336,CHST3,protein_coding
ENSMMUG00000051549,ENSMMUG00000051549,protein_coding
ENSMMUG00000035434,ENSMMUG00000035434,snoRNA
ENSMMUG00000004396,SUFU,protein_coding
ENSMMUG00000055282,ENSMMUG00000055282,protein_coding
ENSMMUG00000063488,Metazoa_SRP,misc_RNA
ENSMMUG00000022376,ZWINT,protein_coding
ENSMMUG00000012969,PSAP,protein_coding
ENSMMUG00000009341,ACTA2,protein_coding
ENSMMUG00000059754,ENSMMUG00000059754,lncRNA
ENSMMUG00000064301,ENSMMUG00000064301,lncRNA
ENSMMUG00000056153,ENSMMUG00000056153,snoRNA
ENSMMUG00000056283,ENSMMUG00000056283,lncRNA
ENSMMUG00000043467,Metazoa_SRP,misc_RNA
ENSMMUG00000015125,PBLD,protein_coding
ENSMMUG00000060602,U6,snRNA
ENSMMUG00000009794,PCDH15,protein_coding
ENSMMUG00000004394,TRIM8,protein_coding
ENSMMUG00000061980,ENSMMUG00000061980,snoRNA
ENSMMUG00000061784,ENSMMUG00000061784,lncRNA
ENSMMUG00000064905,ENSMMUG00000064905,lncRNA
ENSMMUG00000055047,CH25H,protein_coding
ENSMMUG00000056618,LIPA,protein_coding
ENSMMUG00000013038,BTBD16,protein_coding
ENSMMUG00000047000,ENSMMUG00000047000,protein_coding
ENSMMUG00000060039,ARL3,protein_coding
ENSMMUG00000015130,ENSMMUG00000015130,protein_coding
ENSMMUG00000015131,ATOH7,protein_coding
ENSMMUG00000006867,MYPN,protein_coding
ENSMMUG00000052989,SFXN2,protein_coding
ENSMMUG00000061761,IFIT2,protein_coding
ENSMMUG00000056189,Metazoa_SRP,misc_RNA
ENSMMUG00000061792,MEIG1,protein_coding
ENSMMUG00000058942,ENSMMUG00000058942,protein_coding
ENSMMUG00000005001,IFIT3,protein_coding
ENSMMUG00000052297,ENSMMUG00000052297,protein_coding
ENSMMUG00000051437,ENSMMUG00000051437,protein_coding
ENSMMUG00000017533,IFIT1,protein_coding
ENSMMUG00000050485,ENSMMUG00000050485,protein_coding
ENSMMUG00000055805,U6,snRNA
ENSMMUG00000056679,Metazoa_SRP,misc_RNA
ENSMMUG00000051336,Metazoa_SRP,misc_RNA
ENSMMUG00000052302,Metazoa_SRP,misc_RNA
ENSMMUG00000013040,PLEKHA1,protein_coding
ENSMMUG00000040456,ACBD7,protein_coding
ENSMMUG00000017534,IFIT5,protein_coding
ENSMMUG00000003102,ALDH18A1,protein_coding
ENSMMUG00000010105,HERC4,protein_coding
ENSMMUG00000056491,ENSMMUG00000056491,protein_coding
ENSMMUG00000017535,SLC16A12,protein_coding
ENSMMUG00000058773,ENSMMUG00000058773,protein_coding
ENSMMUG00000007679,RPP38,protein_coding
ENSMMUG00000010780,PANK1,protein_coding
ENSMMUG00000007680,NMT2,protein_coding
ENSMMUG00000056367,ENSMMUG00000056367,lncRNA
ENSMMUG00000051770,ENSMMUG00000051770,lncRNA
ENSMMUG00000057415,ENSMMUG00000057415,pseudogene
ENSMMUG00000003103,TCTN3,protein_coding
ENSMMUG00000056637,HTRA1,protein_coding
ENSMMUG00000036359,U6,snRNA
ENSMMUG00000025973,Y_RNA,Y_RNA
ENSMMUG00000027048,mml-mir-107,miRNA
ENSMMUG00000064800,ENSMMUG00000064800,lncRNA
ENSMMUG00000046929,MBL2,protein_coding
ENSMMUG00000017601,CYP17A1,protein_coding
ENSMMUG00000062622,ENSMMUG00000062622,protein_coding
ENSMMUG00000058746,Metazoa_SRP,misc_RNA
ENSMMUG00000056459,ENSMMUG00000056459,lncRNA
ENSMMUG00000064185,ENSMMUG00000064185,lncRNA
ENSMMUG00000060444,ENSMMUG00000060444,lncRNA
ENSMMUG00000022658,ENTPD1,protein_coding
ENSMMUG00000056902,Metazoa_SRP,misc_RNA
ENSMMUG00000015286,FAM171A1,protein_coding
ENSMMUG00000010847,DKK1,protein_coding
ENSMMUG00000013485,KIF20B,protein_coding
ENSMMUG00000050466,ENSMMUG00000050466,protein_coding
ENSMMUG00000064220,Metazoa_SRP,misc_RNA
ENSMMUG00000065343,ENSMMUG00000065343,protein_coding
ENSMMUG00000050840,ENSMMUG00000050840,lncRNA
ENSMMUG00000021138,ENSMMUG00000021138,protein_coding
ENSMMUG00000059564,ENSMMUG00000059564,protein_coding
ENSMMUG00000030513,ENSMMUG00000030513,protein_coding
ENSMMUG00000007660,BORCS7,protein_coding
ENSMMUG00000016687,ENSMMUG00000016687,protein_coding
ENSMMUG00000052634,ENSMMUG00000052634,protein_coding
ENSMMUG00000025630,U6,snRNA
ENSMMUG00000021140,C9H10orf120,protein_coding
ENSMMUG00000007662,AS3MT,protein_coding
ENSMMUG00000016689,CCNJ,protein_coding
ENSMMUG00000053058,ENSMMUG00000053058,lncRNA
ENSMMUG00000010458,ENSMMUG00000010458,protein_coding
ENSMMUG00000050083,mml-mir-7199,miRNA
ENSMMUG00000003747,CNNM2,protein_coding
ENSMMUG00000001518,ZNF518A,protein_coding
ENSMMUG00000051964,ENSMMUG00000051964,lncRNA
ENSMMUG00000011661,ITGA8,protein_coding
ENSMMUG00000008687,BLNK,protein_coding
ENSMMUG00000001217,CASP7,protein_coding
ENSMMUG00000057705,FAM24A,protein_coding
ENSMMUG00000008564,C9H10orf88,protein_coding
ENSMMUG00000003749,NT5C2,protein_coding
ENSMMUG00000001218,PLEKHS1,protein_coding
ENSMMUG00000050473,ENSMMUG00000050473,lncRNA
ENSMMUG00000039709,Metazoa_SRP,misc_RNA
ENSMMUG00000033004,ENSMMUG00000033004,snoRNA
ENSMMUG00000030531,SIRT1,protein_coding
ENSMMUG00000016644,DCLRE1A,protein_coding
ENSMMUG00000017858,PSTK,protein_coding
ENSMMUG00000023480,IKZF5,protein_coding
ENSMMUG00000016646,NHLRC2,protein_coding
ENSMMUG00000000684,ACADSB,protein_coding
ENSMMUG00000022496,DNTT,protein_coding
ENSMMUG00000057618,ENSMMUG00000057618,lncRNA
ENSMMUG00000061385,ENSMMUG00000061385,protein_coding
ENSMMUG00000023766,MINDY3,protein_coding
ENSMMUG00000055640,DNAJC12,protein_coding
ENSMMUG00000040690,Metazoa_SRP,misc_RNA
ENSMMUG00000032895,U6,snRNA
ENSMMUG00000055502,Metazoa_SRP,misc_RNA
ENSMMUG00000064928,ENSMMUG00000064928,lncRNA
ENSMMUG00000050856,OPALIN,protein_coding
ENSMMUG00000044756,ADRB1,protein_coding
ENSMMUG00000055239,ENSMMUG00000055239,lncRNA
ENSMMUG00000057347,ENSMMUG00000057347,lncRNA
ENSMMUG00000015826,TLL2,protein_coding
ENSMMUG00000016902,CTNNA3,protein_coding
ENSMMUG00000055456,Metazoa_SRP,misc_RNA
ENSMMUG00000008872,INA,protein_coding
ENSMMUG00000022514,CCDC186,protein_coding
ENSMMUG00000003090,HMX3,protein_coding
ENSMMUG00000053104,HMX2,protein_coding
ENSMMUG00000049775,Metazoa_SRP,misc_RNA
ENSMMUG00000003092,BUB3,protein_coding
ENSMMUG00000001874,TM9SF3,protein_coding
ENSMMUG00000060454,ENSMMUG00000060454,snoRNA
ENSMMUG00000050160,ENSMMUG00000050160,protein_coding
ENSMMUG00000008873,PCGF6,protein_coding
ENSMMUG00000056119,ENSMMUG00000056119,protein_coding
ENSMMUG00000024234,U6,snRNA
ENSMMUG00000053199,ENSMMUG00000053199,protein_coding
ENSMMUG00000024717,Y_RNA,Y_RNA
ENSMMUG00000065080,ENSMMUG00000065080,lncRNA
ENSMMUG00000018766,LRRTM3,protein_coding
ENSMMUG00000054685,ENSMMUG00000054685,snoRNA
ENSMMUG00000057751,ENSMMUG00000057751,lncRNA
ENSMMUG00000052467,ENSMMUG00000052467,protein_coding
ENSMMUG00000060073,ENSMMUG00000060073,lncRNA
ENSMMUG00000062976,ENSMMUG00000062976,protein_coding
ENSMMUG00000055397,ENSMMUG00000055397,protein_coding
ENSMMUG00000053342,ENSMMUG00000053342,snoRNA
ENSMMUG00000063840,ENSMMUG00000063840,protein_coding
ENSMMUG00000059038,HTR7,protein_coding
ENSMMUG00000065230,Metazoa_SRP,misc_RNA
ENSMMUG00000033159,ENSMMUG00000033159,snRNA
ENSMMUG00000011523,TAF5,protein_coding
ENSMMUG00000006628,RPP30,protein_coding
ENSMMUG00000051395,ENSMMUG00000051395,lncRNA
ENSMMUG00000061180,U6,snRNA
ENSMMUG00000034066,ENSMMUG00000034066,miRNA
ENSMMUG00000030530,ENSMMUG00000030530,protein_coding
ENSMMUG00000007058,PDCD11,protein_coding
ENSMMUG00000001876,PIK3AP1,protein_coding
ENSMMUG00000016850,REEP3,protein_coding
ENSMMUG00000017727,JMJD1C,protein_coding
ENSMMUG00000035158,Y_RNA,Y_RNA
ENSMMUG00000006632,ANKRD1,protein_coding
ENSMMUG00000022517,TDRD1,protein_coding
ENSMMUG00000033090,U6,snRNA
ENSMMUG00000022521,VWA2,protein_coding
ENSMMUG00000007061,CALHM2,protein_coding
ENSMMUG00000058129,CALHM1,protein_coding
ENSMMUG00000033892,mml-mir-1296,miRNA
ENSMMUG00000061162,CALHM3,protein_coding
ENSMMUG00000017726,NRBF2,protein_coding
ENSMMUG00000022523,AFAP1L2,protein_coding
ENSMMUG00000007064,NEURL1,protein_coding
ENSMMUG00000024225,U6,snRNA
ENSMMUG00000058427,ENSMMUG00000058427,protein_coding
ENSMMUG00000057128,ENSMMUG00000057128,lncRNA
ENSMMUG00000042207,ENSMMUG00000042207,lncRNA
ENSMMUG00000007067,SH3PXD2A,protein_coding
ENSMMUG00000010256,EGR2,protein_coding
ENSMMUG00000064442,ADO,protein_coding
ENSMMUG00000010254,ZNF365,protein_coding
ENSMMUG00000057701,ENSMMUG00000057701,protein_coding
ENSMMUG00000041236,Metazoa_SRP,misc_RNA
ENSMMUG00000034431,Y_RNA,Y_RNA
ENSMMUG00000028209,U6,snRNA
ENSMMUG00000050833,Metazoa_SRP,misc_RNA
ENSMMUG00000016829,RTKN2,protein_coding
ENSMMUG00000052709,mml-mir-607,miRNA
ENSMMUG00000015323,STN1,protein_coding
ENSMMUG00000010427,LCOR,protein_coding
ENSMMUG00000039547,Metazoa_SRP,misc_RNA
ENSMMUG00000000424,ARID5B,protein_coding
ENSMMUG00000022524,ABLIM1,protein_coding
ENSMMUG00000010428,SLIT1,protein_coding
ENSMMUG00000015324,SLK,protein_coding
ENSMMUG00000013152,CABCOCO1,protein_coding
ENSMMUG00000059655,ENSMMUG00000059655,lncRNA
ENSMMUG00000039940,ENSMMUG00000039940,lncRNA
ENSMMUG00000014529,TMEM26,protein_coding
ENSMMUG00000047189,ARHGAP19,protein_coding
ENSMMUG00000062207,ENSMMUG00000062207,lncRNA
ENSMMUG00000015325,COL17A1,protein_coding
ENSMMUG00000048603,Metazoa_SRP,misc_RNA
ENSMMUG00000030511,FRAT1,protein_coding
ENSMMUG00000019633,FRAT2,protein_coding
ENSMMUG00000019634,RRP12,protein_coding
ENSMMUG00000058182,Metazoa_SRP,misc_RNA
ENSMMUG00000044990,SFR1,protein_coding
ENSMMUG00000059056,Metazoa_SRP,misc_RNA
ENSMMUG00000052662,Y_RNA,Y_RNA
ENSMMUG00000020027,PGAM1,protein_coding
ENSMMUG00000059603,CFAP43,protein_coding
ENSMMUG00000020028,EXOSC1,protein_coding
ENSMMUG00000020029,ZDHHC16,protein_coding
ENSMMUG00000063660,ENSMMUG00000063660,protein_coding
ENSMMUG00000053733,ENSMMUG00000053733,protein_coding
ENSMMUG00000060796,ENSMMUG00000060796,snoRNA
ENSMMUG00000058240,ENSMMUG00000058240,lncRNA
ENSMMUG00000015414,FAM160B1,protein_coding
ENSMMUG00000058764,Metazoa_SRP,misc_RNA
ENSMMUG00000001902,TRUB1,protein_coding
ENSMMUG00000020030,MMS19,protein_coding
ENSMMUG00000036145,U6,snRNA
ENSMMUG00000052975,ENSMMUG00000052975,lncRNA
ENSMMUG00000053849,ENSMMUG00000053849,lncRNA
ENSMMUG00000001905,ATRNL1,protein_coding
ENSMMUG00000063092,UBTD1,protein_coding
ENSMMUG00000064764,ENSMMUG00000064764,protein_coding
ENSMMUG00000020032,ANKRD2,protein_coding
ENSMMUG00000020033,PI4K2A,protein_coding
ENSMMUG00000020034,MORN4,protein_coding
ENSMMUG00000052153,AVPI1,protein_coding
ENSMMUG00000049360,ENSMMUG00000049360,pseudogene
ENSMMUG00000064106,MARVELD1,protein_coding
ENSMMUG00000020080,GFRA1,protein_coding
ENSMMUG00000015503,ZFYVE27,protein_coding
ENSMMUG00000051688,Metazoa_SRP,misc_RNA
ENSMMUG00000016663,CCDC172,protein_coding
ENSMMUG00000064002,SFRP5,protein_coding
ENSMMUG00000058692,ENSMMUG00000058692,lncRNA
ENSMMUG00000052970,PNLIPRP3,protein_coding
ENSMMUG00000018154,CRTAC1,protein_coding
ENSMMUG00000033041,U6,snRNA
ENSMMUG00000000148,PNLIP,protein_coding
ENSMMUG00000056243,GOLGA7B,protein_coding
ENSMMUG00000052648,ENSMMUG00000052648,protein_coding
ENSMMUG00000061130,ENSMMUG00000061130,miRNA
ENSMMUG00000010281,R3HCC1L,protein_coding
ENSMMUG00000051439,LOXL4,protein_coding
ENSMMUG00000064273,Metazoa_SRP,misc_RNA
ENSMMUG00000060995,ENSMMUG00000060995,lncRNA
ENSMMUG00000033284,mml-mir-609,miRNA
ENSMMUG00000020603,PYROXD2,protein_coding
ENSMMUG00000015334,GSTO1,protein_coding
ENSMMUG00000057536,ENSMMUG00000057536,protein_coding
ENSMMUG00000062166,GSTO2,protein_coding
ENSMMUG00000054904,Metazoa_SRP,misc_RNA
ENSMMUG00000051949,ITPRIP,protein_coding
ENSMMUG00000020604,HPS1,protein_coding
ENSMMUG00000015339,CFAP58,protein_coding
ENSMMUG00000049770,Metazoa_SRP,misc_RNA
ENSMMUG00000050118,ENSMMUG00000050118,snoRNA
ENSMMUG00000020605,HPSE2,protein_coding
ENSMMUG00000052980,Metazoa_SRP,misc_RNA
ENSMMUG00000059304,ENSMMUG00000059304,protein_coding
ENSMMUG00000060230,Metazoa_SRP,misc_RNA
ENSMMUG00000003610,SORCS3,protein_coding
ENSMMUG00000010357,CNNM1,protein_coding
ENSMMUG00000010356,GOT1,protein_coding
ENSMMUG00000052430,ENSMMUG00000052430,lncRNA
ENSMMUG00000053013,ENSMMUG00000053013,protein_coding
ENSMMUG00000060545,ENSMMUG00000060545,lncRNA
ENSMMUG00000061953,ENSMMUG00000061953,protein_coding
ENSMMUG00000053779,ENSMMUG00000053779,lncRNA
ENSMMUG00000054097,ENSMMUG00000054097,lncRNA
ENSMMUG00000063554,Metazoa_SRP,misc_RNA
ENSMMUG00000057088,ENSMMUG00000057088,protein_coding
ENSMMUG00000064376,ASCL4,protein_coding
ENSMMUG00000061916,Metazoa_SRP,misc_RNA
ENSMMUG00000014265,TAPBPL,protein_coding
ENSMMUG00000053354,VAMP1,protein_coding
ENSMMUG00000059281,ENSMMUG00000059281,lncRNA
ENSMMUG00000018676,MRPL51,protein_coding
ENSMMUG00000060964,ENSMMUG00000060964,lncRNA
ENSMMUG00000018677,NCAPD2,protein_coding
ENSMMUG00000036830,ENSMMUG00000036830,snoRNA
ENSMMUG00000018679,GAPDH,protein_coding
ENSMMUG00000018681,IFFO1,protein_coding
ENSMMUG00000018683,NOP2,protein_coding
ENSMMUG00000021049,ENSMMUG00000021049,protein_coding
ENSMMUG00000057713,Metazoa_SRP,misc_RNA
ENSMMUG00000019042,WSCD2,protein_coding
ENSMMUG00000062741,Metazoa_SRP,misc_RNA
ENSMMUG00000042320,CMKLR1,protein_coding
ENSMMUG00000018685,CHD4,protein_coding
ENSMMUG00000011209,BICDL1,protein_coding
ENSMMUG00000038158,Metazoa_SRP,misc_RNA
ENSMMUG00000053066,ENSMMUG00000053066,snoRNA
ENSMMUG00000055209,ENSMMUG00000055209,lncRNA
ENSMMUG00000006912,FZD10,protein_coding
ENSMMUG00000051955,RAB35,protein_coding
ENSMMUG00000048744,ENSMMUG00000048744,protein_coding
ENSMMUG00000052245,ENSMMUG00000052245,lncRNA
ENSMMUG00000012842,SETD1B,protein_coding
ENSMMUG00000061681,Metazoa_SRP,misc_RNA
ENSMMUG00000017123,FICD,protein_coding
ENSMMUG00000016454,HPD,protein_coding
ENSMMUG00000016486,SCARB1,protein_coding
ENSMMUG00000050807,ENSMMUG00000050807,protein_coding
ENSMMUG00000052740,ENSMMUG00000052740,pseudogene
ENSMMUG00000017124,SART3,protein_coding
ENSMMUG00000016453,PSMD9,protein_coding
ENSMMUG00000037033,U7,snRNA
ENSMMUG00000064209,Metazoa_SRP,misc_RNA
ENSMMUG00000012650,BCL7A,protein_coding
ENSMMUG00000051664,ENSMMUG00000051664,lncRNA
ENSMMUG00000036224,U6,snRNA
ENSMMUG00000012652,MLXIP,protein_coding
ENSMMUG00000035324,U6,snRNA
ENSMMUG00000056579,ENSMMUG00000056579,lncRNA
ENSMMUG00000056836,ENSMMUG00000056836,protein_coding
ENSMMUG00000051053,ENSMMUG00000051053,lncRNA
ENSMMUG00000052400,IL31,protein_coding
ENSMMUG00000009152,GCN1,protein_coding
ENSMMUG00000049792,ENSMMUG00000049792,protein_coding
ENSMMUG00000012844,LRRC43,protein_coding
ENSMMUG00000012654,B3GNT4,protein_coding
ENSMMUG00000053225,TAS2R13,protein_coding
ENSMMUG00000057785,ENSMMUG00000057785,lncRNA
ENSMMUG00000057311,ENSMMUG00000057311,lncRNA
ENSMMUG00000018037,DIABLO,protein_coding
ENSMMUG00000001489,ENSMMUG00000001489,pseudogene
ENSMMUG00000036607,ENSMMUG00000036607,scaRNA
ENSMMUG00000002320,ENSMMUG00000002320,protein_coding
ENSMMUG00000017619,LPAR5,protein_coding
ENSMMUG00000017126,ISCU,protein_coding
ENSMMUG00000058766,Metazoa_SRP,misc_RNA
ENSMMUG00000016983,ACRBP,protein_coding
ENSMMUG00000054621,ENSMMUG00000054621,lncRNA
ENSMMUG00000050754,TMEM119,protein_coding
ENSMMUG00000019643,CFAP54,protein_coding
ENSMMUG00000043336,ENSMMUG00000043336,lncRNA
ENSMMUG00000016985,ING4,protein_coding
ENSMMUG00000031572,SELPLG,protein_coding
ENSMMUG00000035678,U7,snRNA
ENSMMUG00000017902,DHX37,protein_coding
ENSMMUG00000046409,VPS33A,protein_coding
ENSMMUG00000062539,Metazoa_SRP,misc_RNA
