name,rank,species
Deltaproteobacteria,class,Pelobacter propionicus
Negativicutes,class,Pelosinus fermentans
Tissierellia,class,Peptoniphilus sp. ING2-D1G
Alphaproteobacteria,class,Phenylobacterium sp. HYN0004
Alphaproteobacteria,class,Phenylobacterium zucineum
Phycisphaerae,class,Phycisphaera mikurensis
Planctomycetia,class,Pirellula staleyi
Planctomycetia,class,Planctomyces sp. SH-PL14
Planctomycetia,class,Planctomyces sp. SH-PL62
Planctomycetia,class,Planctopirus limnophila
Betaproteobacteria,class,Polaromonas naphthalenivorans
Betaproteobacteria,class,Polaromonas sp. JS666
Betaproteobacteria,class,Polyangium brachysporum
Betaproteobacteria,class,Polyangium brachysporum
Betaproteobacteria,class,Polynucleobacter necessarius
Bacteroidia,class,Porphyromonas gingivalis
Bacteroidia,class,Prevotella denticola
Bacteroidia,class,Prevotella intermedia
Bacteroidia,class,Prevotella melaninogenica
Cytophagia,class,Pseudarcicella sp. HME7025
Epsilonproteobacteria,class,Pseudoarcobacter suis
Chitinophagia,class,Pseudoflavitalea sp. 5GH32-13
Gammaproteobacteria,class,Pseudomonas
Gammaproteobacteria,class,Pseudomonas
Gammaproteobacteria,class,Pseudomonas
Gammaproteobacteria,class,Pseudomonas aeruginosa
Gammaproteobacteria,class,Pseudomonas alcaligenes
Gammaproteobacteria,class,Pseudomonas fragi
Gammaproteobacteria,class,Pseudomonas mendocina
Gammaproteobacteria,class,Pseudomonas protegens
Gammaproteobacteria,class,Pseudomonas putida
Gammaproteobacteria,class,Pseudomonas sp. phDV1
Gammaproteobacteria,class,Pseudomonas sp. SWI6
Gammaproteobacteria,class,Pseudomonas sp. WCS374
Gammaproteobacteria,class,Pseudomonas tolaasii
Sphingobacteriia,class,Pseudopedobacter saltans
Gammaproteobacteria,class,Pseudoxanthomonas suwonensis
Gammaproteobacteria,class,Psychrobacter
Gammaproteobacteria,class,Psychrobacter alimentarius
Gammaproteobacteria,class,Psychrobacter cryohalolentis
Gammaproteobacteria,class,Psychrobacter sp. AntiMn-1
Gammaproteobacteria,class,Psychrobacter sp. DAB_AL43B
Gammaproteobacteria,class,Psychrobacter sp. P11F6
Gammaproteobacteria,class,Psychrobacter sp. P2G3
Gammaproteobacteria,class,Psychrobacter sp. PRwf-1
Gammaproteobacteria,class,Psychrobacter sp. YP14
Betaproteobacteria,class,Ralstonia pickettii
Betaproteobacteria,class,Ralstonia solanacearum
Betaproteobacteria,class,Ramlibacter tataouinensis
Actinomycetia,class,Renibacterium salmoninarum
Betaproteobacteria,class,Rhizobacter gummiphilus
Alphaproteobacteria,class,Rhizobium sp. NT-26
Alphaproteobacteria,class,Rhizorhabdus dicambivorans
Alphaproteobacteria,class,Rhodobacter sp. LPB0142
Alphaproteobacteria,class,Rhodobacter sphaeroides
Alphaproteobacteria,class,Rhodobacteraceae bacterium
Alphaproteobacteria,class,Rhodobacteraceae bacterium QY30
Actinomycetia,class,Rhodococcus aetherivorans
Actinomycetia,class,Rhodococcus qingshengii
Actinomycetia,class,Rhodococcus ruber
Actinomycetia,class,Rhodococcus sp. 008
Actinomycetia,class,Rhodococcus sp. BH4
Actinomycetia,class,Rhodococcus sp. p52
Actinomycetia,class,Rhodococcus sp. YL-1
Betaproteobacteria,class,Rhodocyclaceae bacterium
Betaproteobacteria,class,Rhodoferax antarcticus
Betaproteobacteria,class,Rhodoferax ferrireducens
Betaproteobacteria,class,Rhodoferax koreense
Betaproteobacteria,class,Rhodoferax saidenbachensis
Actinomycetia,class,Rhodoluna lacicola
Alphaproteobacteria,class,Rhodomicrobium vannielii
Planctomycetia,class,Rhodopirellula baltica
Alphaproteobacteria,class,Rhodoplanes sp. Z2-YC6860
Alphaproteobacteria,class,Rhodopseudomonas palustris
Flavobacteriia,class,Riemerella anatipestifer
Betaproteobacteria,class,Roseateles depolymerans
Alphaproteobacteria,class,Roseomonas sp. FDAARGOS_362
Actinomycetia,class,Rothia mucilaginosa
Planctomycetia,class,Rubinisphaera brasiliensis
Betaproteobacteria,class,Rubrivivax gelatinosus
Clostridia,class,Ruminococcus champanellensis
Gammaproteobacteria,class,Salmonella enterica
Deltaproteobacteria,class,Sandaracinus amylolyticus
Saprospiria,class,Saprospira grandis
Negativicutes,class,Selenomonas sp. oral taxon 136
Gammaproteobacteria,class,Shewanella baltica
Alphaproteobacteria,class,Shinella sp. HZN7
Flavobacteriia,class,Siansivirga zeaxanthinifaciens
Betaproteobacteria,class,Sideroxydans lithotrophicus
Betaproteobacteria,class,Simplicispira suum
Planctomycetia,class,Singulisphaera acidiphila
Fusobacteriia,class,Sneathia amnii
Gammaproteobacteria,class,Solimonas sp. K1W22B-7
Deltaproteobacteria,class,Sorangium cellulosum
Sphingobacteriia,class,Sphingobacterium mizutaii
Sphingobacteriia,class,Sphingobacterium sp. ML3W
Alphaproteobacteria,class,Sphingobium cloacae
Alphaproteobacteria,class,Sphingobium sp. MI1205
Alphaproteobacteria,class,Sphingobium sp. RAC03
Alphaproteobacteria,class,Sphingobium sp. TKS
Alphaproteobacteria,class,Sphingobium sp. YBL2
Alphaproteobacteria,class,Sphingobium yanoikuyae
Alphaproteobacteria,class,Sphingomonas
Alphaproteobacteria,class,Sphingomonas
Alphaproteobacteria,class,Sphingomonas hengshuiensis
Alphaproteobacteria,class,Sphingomonas koreensis
Alphaproteobacteria,class,Sphingomonas melonis
Alphaproteobacteria,class,Sphingomonas panacis
Alphaproteobacteria,class,Sphingomonas sanxanigenens
Alphaproteobacteria,class,Sphingomonas sp. FARSPH
Alphaproteobacteria,class,Sphingomonas sp. JJ-A5
Alphaproteobacteria,class,Sphingomonas sp. KC8
Alphaproteobacteria,class,Sphingomonas sp. LK11
Alphaproteobacteria,class,Sphingomonas sp. LM7
Alphaproteobacteria,class,Sphingomonas sp. MM-1
Alphaproteobacteria,class,Sphingomonas sp. NIC1
Alphaproteobacteria,class,Sphingomonas taxi
Alphaproteobacteria,class,Sphingopyxis fribergensis
Alphaproteobacteria,class,Sphingopyxis granuli
Alphaproteobacteria,class,Sphingopyxis sp. LPB0140
Cytophagia,class,Spirosoma pollinicola
Bacilli,class,Staphylococcus aureus
Bacilli,class,Staphylococcus epidermidis
Gammaproteobacteria,class,Stenotrophomonas acidaminiphila
