case,name,taxonomy_id,taxonomy_lvl,kraken_assigned_reads,added_reads,new_est_reads,fraction_total_reads,group,sex,log,n
21.unmapped,Bacillus subtilis,1423,S,111,3262,3373,0.00285,malt,male,-2.54515514,1
21.unmapped,Bacillus flexus,86664,S,429,84,513,0.00043,malt,male,-3.366531544,1
21.unmapped,Bacillus kochii,859143,S,256,33,289,0.00024,malt,male,-3.619788758,1
21.unmapped,Bacillus horikoshii,79883,S,146,17,163,0.00014,malt,male,-3.853871964,1
21.unmapped,Bacillus sp. FJAT-14266,1837130,S,84,25671,25755,0.02178,malt,male,-1.661942125,1
21.unmapped,Bacillus weihaiensis,1547283,S,57,9,66,6.00E-05,malt,male,-4.22184875,1
21.unmapped,Bacillus sp. FJAT-45348,2011012,S,43,3,46,4.00E-05,malt,male,-4.397940009,1
21.unmapped,Bacillus altitudinis,293387,S,33,26,59,5.00E-05,malt,male,-4.301029996,1
21.unmapped,Bacillus butanolivorans,421767,S,35,5,40,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Bacillus megaterium,1404,S,33,23,56,5.00E-05,malt,male,-4.301029996,1
21.unmapped,Bacillus sp. Lzh-5,2049935,S,32,4631,4663,0.00394,malt,male,-2.404503778,1
21.unmapped,Bacillus smithii,1479,S,26,6,32,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Bacillus sp. OxB-1,98228,S,26,3,29,2.00E-05,malt,male,-4.698970004,1
21.unmapped,Bacillus sp. FJAT-22090,1581038,S,16,10,26,2.00E-05,malt,male,-4.698970004,1
21.unmapped,Bacillus coagulans,1398,S,15,12,27,2.00E-05,malt,male,-4.698970004,1
21.unmapped,Bacillus infantis,324767,S,15,1,16,1.00E-05,malt,male,-5,1
21.unmapped,Bacillus sp. 1NLA3E,666686,S,13,1,14,1.00E-05,malt,male,-5,1
21.unmapped,Bacillus sp. X1(2014),1565991,S,13,2,15,1.00E-05,malt,male,-5,1
21.unmapped,Bacillus sp. FJAT-18017,1705566,S,12,1,13,1.00E-05,malt,male,-5,1
21.unmapped,Bacillus muralis,264697,S,11,1,12,1.00E-05,malt,male,-5,1
21.unmapped,Bacillus methanolicus,1471,S,11,1,12,1.00E-05,malt,male,-5,1
21.unmapped,Lysinibacillus fusiformis,28031,S,52,165,217,0.00018,malt,male,-3.744727495,1
21.unmapped,Lysinibacillus sp. Marseille-P5727,2086577,S,31,8,39,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Geobacillus thermoleovorans,33941,S,20,76,96,8.00E-05,malt,male,-4.096910013,1
21.unmapped,Geobacillus lituanicus,169283,S,18,27,45,4.00E-05,malt,male,-4.397940009,1
21.unmapped,Geobacillus genomosp. 3,1921421,S,16,2,18,2.00E-05,malt,male,-4.698970004,1
21.unmapped,Anoxybacillus flavithermus,33934,S,43,35,78,7.00E-05,malt,male,-4.15490196,1
21.unmapped,Parageobacillus thermoglucosidasius,1426,S,56,659,715,6.00E-04,malt,male,-3.22184875,1
21.unmapped,Oceanobacillus sp. 160,2052660,S,41,7,48,4.00E-05,malt,male,-4.397940009,1
21.unmapped,Aeribacillus pallidus,33936,S,49,12,61,5.00E-05,malt,male,-4.301029996,1
21.unmapped,Terribacillus aidingensis,586416,S,34,3,37,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Staphylococcus epidermidis,1282,S,360,104,464,0.00039,malt,male,-3.408935393,1
21.unmapped,Staphylococcus aureus,1280,S,314,10644,10958,0.00927,malt,male,-2.032920266,1
21.unmapped,Staphylococcus hominis,1290,S,117,37,154,0.00013,malt,male,-3.886056648,1
21.unmapped,Staphylococcus capitis,29388,S,74,30,104,9.00E-05,malt,male,-4.045757491,1
21.unmapped,Staphylococcus cohnii,29382,S,40,9,49,4.00E-05,malt,male,-4.397940009,1
21.unmapped,Staphylococcus lugdunensis,28035,S,35,70,105,9.00E-05,malt,male,-4.045757491,1
21.unmapped,Staphylococcus pettenkoferi,170573,S,31,5,36,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Staphylococcus haemolyticus,1283,S,16,8,24,2.00E-05,malt,male,-4.698970004,1
21.unmapped,Staphylococcus simulans,1286,S,14,2,16,1.00E-05,malt,male,-5,1
21.unmapped,Staphylococcus schleiferi,1295,S,13,3,16,1.00E-05,malt,male,-5,1
21.unmapped,Staphylococcus saprophyticus,29385,S,12,2,14,1.00E-05,malt,male,-5,1
21.unmapped,Staphylococcus sp. M0911,2025492,S,12,7,19,2.00E-05,malt,male,-4.698970004,1
21.unmapped,Staphylococcus pasteuri,45972,S,11,2,13,1.00E-05,malt,male,-5,1
21.unmapped,Staphylococcus auricularis,29379,S,10,1,11,1.00E-05,malt,male,-5,1
21.unmapped,Jeotgalicoccus saudimassiliensis,1461582,S,206,10,216,0.00018,malt,male,-3.744727495,1
21.unmapped,Salinicoccus halodurans,407035,S,71,14,85,7.00E-05,malt,male,-4.15490196,1
21.unmapped,Macrococcus caseolyticus,69966,S,20,12,32,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Auricoccus indicus,1849491,S,28,12,40,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Exiguobacterium sp. AT1b,360911,S,1138,251,1389,0.00117,malt,male,-2.931814138,1
21.unmapped,Exiguobacterium oxidotolerans,223958,S,68,90,158,0.00013,malt,male,-3.886056648,1
21.unmapped,Gemella morbillorum,29391,S,676,101,777,0.00066,malt,male,-3.180456064,1
21.unmapped,Gemella sp. ND 6198,2040624,S,36,336,372,0.00031,malt,male,-3.508638306,1
21.unmapped,Planococcus sp. MB-3u-03,2058136,S,76,257,333,0.00028,malt,male,-3.552841969,1
21.unmapped,Planococcus rifietoensis,200991,S,21,73,94,8.00E-05,malt,male,-4.096910013,1
21.unmapped,Planococcus plakortidis,1038856,S,14,23,37,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Solibacillus silvestris,76853,S,172,109,281,0.00024,malt,male,-3.619788758,1
21.unmapped,Solibacillus sp. R5-41,2048654,S,49,21,70,6.00E-05,malt,male,-4.22184875,1
21.unmapped,Sporosarcina sp. P37,1930546,S,18,44,62,5.00E-05,malt,male,-4.301029996,1
21.unmapped,Paenisporosarcina sp. K2R23-3,2320858,S,44,23,67,6.00E-05,malt,male,-4.22184875,1
21.unmapped,Jeotgalibacillus malaysiensis,1508404,S,24,4,28,2.00E-05,malt,male,-4.698970004,1
21.unmapped,Rummeliibacillus stabekisii,241244,S,15,20,35,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Paenibacillus polymyxa,1406,S,91,175,266,0.00022,malt,male,-3.657577319,1
21.unmapped,Paenibacillus mucilaginosus,61624,S,61,5,66,6.00E-05,malt,male,-4.22184875,1
21.unmapped,Paenibacillus lautus,1401,S,41,10,51,4.00E-05,malt,male,-4.397940009,1
21.unmapped,Paenibacillus xylanexedens,528191,S,27,2,29,2.00E-05,malt,male,-4.698970004,1
21.unmapped,Paenibacillus graminis,189425,S,17,2,19,2.00E-05,malt,male,-4.698970004,1
21.unmapped,Paenibacillus sp. RUD330,2023772,S,14,2,16,1.00E-05,malt,male,-5,1
21.unmapped,Paenibacillus bovis,1616788,S,11,0,11,1.00E-05,malt,male,-5,1
21.unmapped,Brevibacillus laterosporus,1465,S,56,40,96,8.00E-05,malt,male,-4.096910013,1
21.unmapped,Aneurinibacillus soli,1500254,S,14,3,17,1.00E-05,malt,male,-5,1
21.unmapped,Brochothrix thermosphacta,2756,S,251,49,300,0.00025,malt,male,-3.602059991,1
21.unmapped,Listeria monocytogenes,1639,S,90,488,578,0.00049,malt,male,-3.30980392,1
21.unmapped,Novibacillus thermophilus,1471761,S,154,9,163,0.00014,malt,male,-3.853871964,1
21.unmapped,Laceyella sp. FBKL4.010,2071623,S,45,4,49,4.00E-05,malt,male,-4.397940009,1
21.unmapped,Tumebacillus algifaecis,1214604,S,43,23,66,6.00E-05,malt,male,-4.22184875,1
21.unmapped,Tumebacillus avium,1903704,S,11,7,18,2.00E-05,malt,male,-4.698970004,1
21.unmapped,Alicyclobacillus acidocaldarius,405212,S,19,0,19,2.00E-05,malt,male,-4.698970004,1
21.unmapped,Streptococcus anginosus,1328,S,94,145,239,2.00E-04,malt,male,-3.698970004,1
21.unmapped,Streptococcus intermedius,1338,S,32,18,50,4.00E-05,malt,male,-4.397940009,1
21.unmapped,Streptococcus sanguinis,1305,S,85,15,100,8.00E-05,malt,male,-4.096910013,1
21.unmapped,Streptococcus cristatus,45634,S,82,245,327,0.00028,malt,male,-3.552841969,1
21.unmapped,Streptococcus parasanguinis,1318,S,74,13,87,7.00E-05,malt,male,-4.15490196,1
21.unmapped,Streptococcus oralis,1303,S,73,71,144,0.00012,malt,male,-3.920818754,1
21.unmapped,Streptococcus sp. I-P16,1156433,S,73,76,149,0.00013,malt,male,-3.886056648,1
21.unmapped,Streptococcus pneumoniae,1313,S,63,3012,3075,0.0026,malt,male,-2.585026652,1
21.unmapped,Streptococcus mitis,28037,S,62,39,101,9.00E-05,malt,male,-4.045757491,1
21.unmapped,Streptococcus sobrinus,1310,S,53,7,60,5.00E-05,malt,male,-4.301029996,1
21.unmapped,Streptococcus pyogenes,1314,S,51,5593,5644,0.00477,malt,male,-2.321481621,1
21.unmapped,Streptococcus sp. I-G2,1156431,S,45,45,90,8.00E-05,malt,male,-4.096910013,1
21.unmapped,Streptococcus equi,1336,S,25,4,29,2.00E-05,malt,male,-4.698970004,1
21.unmapped,Streptococcus dysgalactiae,1334,S,13,45,58,5.00E-05,malt,male,-4.301029996,1
21.unmapped,Streptococcus gordonii,1302,S,32,15,47,4.00E-05,malt,male,-4.397940009,1
21.unmapped,Streptococcus infantarius,102684,S,26,176,202,0.00017,malt,male,-3.769551079,1
21.unmapped,Streptococcus agalactiae,1311,S,23,66,89,8.00E-05,malt,male,-4.096910013,1
21.unmapped,Streptococcus suis,1307,S,14,80,94,8.00E-05,malt,male,-4.096910013,1
21.unmapped,Streptococcus mutans,1309,S,11,1,12,1.00E-05,malt,male,-5,1
21.unmapped,Streptococcus pseudopneumoniae,257758,S,11,10,21,2.00E-05,malt,male,-4.698970004,1
21.unmapped,Lactococcus lactis,1358,S,87,451,538,0.00045,malt,male,-3.346787486,1
21.unmapped,Lactococcus raffinolactis,1366,S,37,24,61,5.00E-05,malt,male,-4.301029996,1
21.unmapped,Lactococcus garvieae,1363,S,10,3,13,1.00E-05,malt,male,-5,1
21.unmapped,Lactobacillus backii,375175,S,681,452,1133,0.00096,malt,male,-3.017728767,1
21.unmapped,Lactobacillus crispatus,47770,S,201,131,332,0.00028,malt,male,-3.552841969,1
21.unmapped,Lactobacillus brevis,1580,S,104,57,161,0.00014,malt,male,-3.853871964,1
21.unmapped,Lactobacillus delbrueckii,1584,S,93,285,378,0.00032,malt,male,-3.494850022,1
21.unmapped,Lactobacillus amylophilus,1603,S,71,46,117,1.00E-04,malt,male,-4,1
21.unmapped,Lactobacillus amylovorus,1604,S,69,137,206,0.00017,malt,male,-3.769551079,1
21.unmapped,Lactobacillus jensenii,109790,S,66,14,80,7.00E-05,malt,male,-4.15490196,1
21.unmapped,Lactobacillus salivarius,1624,S,54,19,73,6.00E-05,malt,male,-4.22184875,1
21.unmapped,Lactobacillus sanfranciscensis,1625,S,44,27,71,6.00E-05,malt,male,-4.22184875,1
21.unmapped,Lactobacillus johnsonii,33959,S,42,73,115,1.00E-04,malt,male,-4,1
21.unmapped,Lactobacillus sakei,1599,S,41,33,74,6.00E-05,malt,male,-4.22184875,1
21.unmapped,Lactobacillus reuteri,1598,S,40,15,55,5.00E-05,malt,male,-4.301029996,1
21.unmapped,Lactobacillus ruminis,1623,S,33,6,39,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Lactobacillus murinus,1622,S,22,6,28,2.00E-05,malt,male,-4.698970004,1
21.unmapped,Lactobacillus allii,1847728,S,18,4,22,2.00E-05,malt,male,-4.698970004,1
21.unmapped,Lactobacillus acidophilus,1579,S,17,282,299,0.00025,malt,male,-3.602059991,1
21.unmapped,Lactobacillus acetotolerans,1600,S,13,8,21,2.00E-05,malt,male,-4.698970004,1
21.unmapped,Lactobacillus apis,303541,S,12,1,13,1.00E-05,malt,male,-5,1
21.unmapped,Lactobacillus koreensis,637971,S,11,1,12,1.00E-05,malt,male,-5,1
21.unmapped,Pediococcus inopinatus,114090,S,33,35,68,6.00E-05,malt,male,-4.22184875,1
21.unmapped,Pediococcus acidilactici,1254,S,30,16,46,4.00E-05,malt,male,-4.397940009,1
21.unmapped,Carnobacterium maltaromaticum,2751,S,274,198,472,4.00E-04,malt,male,-3.397940009,1
21.unmapped,Marinilactibacillus sp. 15R,1911586,S,153,55,208,0.00018,malt,male,-3.744727495,1
21.unmapped,Jeotgalibaca dankookensis,708126,S,27,12,39,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Aerococcus christensenii,87541,S,13,102,115,1.00E-04,malt,male,-4,1
21.unmapped,Aerococcus sanguinicola,119206,S,13,122,135,0.00011,malt,male,-3.958607315,1
21.unmapped,Aerococcaceae bacterium ZY16052,2036206,S,103,64,167,0.00014,malt,male,-3.853871964,1
21.unmapped,Leuconostoc mesenteroides,1245,S,17,148,165,0.00014,malt,male,-3.853871964,1
21.unmapped,Weissella ceti,759620,S,22,91,113,1.00E-04,malt,male,-4,1
21.unmapped,Enterococcus faecium,1352,S,79,417,496,0.00042,malt,male,-3.37675071,1
21.unmapped,Enterococcus gilvus,160453,S,31,7,38,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Enterococcus durans,53345,S,17,15,32,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Enterococcus faecalis,1351,S,10,378,388,0.00033,malt,male,-3.48148606,1
21.unmapped,Tetragenococcus halophilus,51669,S,46,12,58,5.00E-05,malt,male,-4.301029996,1
21.unmapped,Clostridium botulinum,1491,S,2158,1809,3967,0.00335,malt,male,-2.474955193,1
21.unmapped,Clostridium chauvoei,46867,S,157,60,217,0.00018,malt,male,-3.744727495,1
21.unmapped,Clostridium perfringens,1502,S,111,30,141,0.00012,malt,male,-3.920818754,1
21.unmapped,Clostridium baratii,1561,S,76,22,98,8.00E-05,malt,male,-4.096910013,1
21.unmapped,Clostridium argentinense,29341,S,58,12,70,6.00E-05,malt,male,-4.22184875,1
21.unmapped,Clostridium sp. SY8519,1042156,S,53,11,64,5.00E-05,malt,male,-4.301029996,1
21.unmapped,Clostridium pasteurianum,1501,S,38,6,44,4.00E-05,malt,male,-4.397940009,1
21.unmapped,Clostridium sp. MF28,1702238,S,28,620,648,0.00055,malt,male,-3.259637311,1
21.unmapped,Clostridium tyrobutyricum,1519,S,22,3,25,2.00E-05,malt,male,-4.698970004,1
21.unmapped,Clostridium acetobutylicum,1488,S,16,0,16,1.00E-05,malt,male,-5,1
21.unmapped,Clostridium cellulovorans,1493,S,14,2,16,1.00E-05,malt,male,-5,1
21.unmapped,Clostridium isatidis,182773,S,13,4,17,1.00E-05,malt,male,-5,1
21.unmapped,Clostridium septicum,1504,S,10,4,14,1.00E-05,malt,male,-5,1
21.unmapped,Alkaliphilus oremlandii,461876,S,59,23,82,7.00E-05,malt,male,-4.15490196,1
21.unmapped,Geosporobacter ferrireducens,1424294,S,52,12,64,5.00E-05,malt,male,-4.301029996,1
21.unmapped,Clostridiaceae bacterium 14S0207,2082193,S,48,51,99,8.00E-05,malt,male,-4.096910013,1
21.unmapped,Mordavella sp. Marseille-P3756,2086584,S,38,48,86,7.00E-05,malt,male,-4.15490196,1
21.unmapped,[Eubacterium] rectale,39491,S,130,112,242,2.00E-04,malt,male,-3.698970004,1
21.unmapped,Lachnospiraceae bacterium GAM79,2109691,S,80,182,262,0.00022,malt,male,-3.657577319,1
21.unmapped,Lachnospiraceae bacterium oral taxon 500,712991,S,70,23,93,8.00E-05,malt,male,-4.096910013,1
21.unmapped,Lachnospiraceae bacterium Choco86,2109690,S,43,50,93,8.00E-05,malt,male,-4.096910013,1
21.unmapped,[Clostridium] bolteae,208479,S,55,113,168,0.00014,malt,male,-3.853871964,1
21.unmapped,Lachnoclostridium phocaeense,1871021,S,50,55,105,9.00E-05,malt,male,-4.045757491,1
21.unmapped,[Clostridium] sphenoides,29370,S,32,13,45,4.00E-05,malt,male,-4.397940009,1
21.unmapped,Lachnoclostridium phytofermentans,66219,S,26,3,29,2.00E-05,malt,male,-4.698970004,1
21.unmapped,Blautia hansenii,1322,S,38,144,182,0.00015,malt,male,-3.823908741,1
21.unmapped,Blautia sp. N6H1-15,1912897,S,19,53,72,6.00E-05,malt,male,-4.22184875,1
21.unmapped,Lachnoanaerobaculum umeaense,617123,S,171,44,215,0.00018,malt,male,-3.744727495,1
21.unmapped,Anaerostipes hadrus,649756,S,122,139,261,0.00022,malt,male,-3.657577319,1
21.unmapped,Anaerotignum propionicum,28446,S,120,9,129,0.00011,malt,male,-3.958607315,1
21.unmapped,Butyrivibrio hungatei,185008,S,64,10,74,6.00E-05,malt,male,-4.22184875,1
21.unmapped,Butyrivibrio fibrisolvens,831,S,30,6,36,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Butyrivibrio proteoclasticus,43305,S,11,1,12,1.00E-05,malt,male,-5,1
21.unmapped,Roseburia hominis,301301,S,106,291,397,0.00034,malt,male,-3.468521083,1
21.unmapped,Cellulosilyticum lentocellum,29360,S,62,7,69,6.00E-05,malt,male,-4.22184875,1
21.unmapped,Herbinix luporum,1679721,S,16,20,36,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Faecalibacterium prausnitzii,853,S,885,1034,1919,0.00162,malt,male,-2.790484985,1
21.unmapped,Ruminococcus champanellensis,1161942,S,234,255,489,0.00041,malt,male,-3.387216143,1
21.unmapped,Ruminococcus albus,1264,S,30,8,38,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Ruminococcus bicirculans,1160721,S,22,31,53,4.00E-05,malt,male,-4.397940009,1
21.unmapped,[Clostridium] cellulosi,29343,S,139,85,224,0.00019,malt,male,-3.721246399,1
21.unmapped,Ruminococcaceae bacterium CPB6,1572656,S,21,18,39,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Flavonifractor plautii,292800,S,73,27,100,8.00E-05,malt,male,-4.096910013,1
21.unmapped,Ethanoligenens harbinense,253239,S,16,9,25,2.00E-05,malt,male,-4.698970004,1
21.unmapped,Mogibacterium diversum,114527,S,46,114,160,0.00014,malt,male,-3.853871964,1
21.unmapped,[Eubacterium] sulci,143393,S,91,32,123,1.00E-04,malt,male,-4,1
21.unmapped,[Eubacterium] minutum,76124,S,81,15,96,8.00E-05,malt,male,-4.096910013,1
21.unmapped,Carboxydocella thermautotrophica,178899,S,36,4,40,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Thermaerobacter marianensis,73919,S,18,1,19,2.00E-05,malt,male,-4.698970004,1
21.unmapped,Desulfallas gibsoniae,102134,S,98,46,144,0.00012,malt,male,-3.920818754,1
21.unmapped,Desulfofarcimen acetoxidans,58138,S,21,9,30,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Dehalobacterium formicoaceticum,51515,S,19,36,55,5.00E-05,malt,male,-4.301029996,1
21.unmapped,Desulfotomaculum reducens,59610,S,13,3,16,1.00E-05,malt,male,-5,1
21.unmapped,Clostridioides difficile,1496,S,135,4501,4636,0.00392,malt,male,-2.406713933,1
21.unmapped,Paeniclostridium sordellii,1505,S,63,13,76,6.00E-05,malt,male,-4.22184875,1
21.unmapped,Filifactor alocis,143361,S,33,15,48,4.00E-05,malt,male,-4.397940009,1
21.unmapped,Acetoanaerobium sticklandii,1511,S,31,2,33,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Peptostreptococcaceae bacterium oral taxon 929,2081703,S,14,5,19,2.00E-05,malt,male,-4.698970004,1
21.unmapped,Peptoclostridium acidaminophilum,1731,S,13,2,15,1.00E-05,malt,male,-5,1
21.unmapped,[Eubacterium] cellulosolvens,29322,S,61,7,68,6.00E-05,malt,male,-4.22184875,1
21.unmapped,[Eubacterium] hallii,39488,S,48,38,86,7.00E-05,malt,male,-4.15490196,1
21.unmapped,[Eubacterium] eligens,39485,S,46,21,67,6.00E-05,malt,male,-4.22184875,1
21.unmapped,Eubacterium limosum,1736,S,10,6,16,1.00E-05,malt,male,-5,1
21.unmapped,Acetobacterium sp. KB-1,2184575,S,31,42,73,6.00E-05,malt,male,-4.22184875,1
21.unmapped,Acetobacterium woodii,33952,S,19,25,44,4.00E-05,malt,male,-4.397940009,1
21.unmapped,Intestinimonas butyriciproducens,1297617,S,121,73,194,0.00016,malt,male,-3.795880017,1
21.unmapped,Clostridiales bacterium CCNA10,2109688,S,43,73,116,1.00E-04,malt,male,-4,1
21.unmapped,Monoglobus pectinilyticus,1981510,S,27,13,40,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Oscillibacter valericigenes,351091,S,84,35,119,1.00E-04,malt,male,-4,1
21.unmapped,Oscillibacter sp. PEA192,2109687,S,31,66,97,8.00E-05,malt,male,-4.096910013,1
21.unmapped,Hungateiclostridium clariflavum,288965,S,14,22,36,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Pseudoclostridium thermosuccinogenes,84032,S,20,17,37,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Fastidiosipila sanguinis,236753,S,18,6,24,2.00E-05,malt,male,-4.698970004,1
21.unmapped,Mageeibacillus indolicus,884684,S,18,13,31,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Heliobacterium modesticaldum,35701,S,123,193,316,0.00027,malt,male,-3.568636236,1
21.unmapped,Symbiobacterium thermophilum,2734,S,63,7,70,6.00E-05,malt,male,-4.22184875,1
21.unmapped,Syntrophomonas wolfei,863,S,38,2,40,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Syntrophothermus lipocalidus,86170,S,13,1,14,1.00E-05,malt,male,-5,1
21.unmapped,Christensenella massiliensis,1805714,S,14,9,23,2.00E-05,malt,male,-4.698970004,1
21.unmapped,Carboxydothermus hydrogenoformans,129958,S,60,9,69,6.00E-05,malt,male,-4.22184875,1
21.unmapped,Caldanaerobacter subterraneus,911092,S,50,31,81,7.00E-05,malt,male,-4.15490196,1
21.unmapped,Ammonifex degensii,42838,S,26,0,26,2.00E-05,malt,male,-4.698970004,1
21.unmapped,Moorella thermoacetica,1525,S,22,1,23,2.00E-05,malt,male,-4.698970004,1
21.unmapped,Thermacetogenium phaeum,85874,S,25,62,87,7.00E-05,malt,male,-4.15490196,1
21.unmapped,Tepidanaerobacter acetatoxydans,499229,S,10,0,10,1.00E-05,malt,male,-5,1
21.unmapped,Caldicellulosiruptor saccharolyticus,44001,S,17,77,94,8.00E-05,malt,male,-4.096910013,1
21.unmapped,Thermosediminibacter oceani,291990,S,32,8,40,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Mahella australiensis,252966,S,58,47,105,9.00E-05,malt,male,-4.045757491,1
21.unmapped,Halobacteroides halobius,42422,S,58,27,85,7.00E-05,malt,male,-4.15490196,1
21.unmapped,Acetohalobium arabaticum,28187,S,19,11,30,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Halothermothrix orenii,31909,S,38,2,40,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Natranaerobius thermophilus,375929,S,65,3,68,6.00E-05,malt,male,-4.22184875,1
21.unmapped,Megamonas hypermegale,158847,S,1272,285,1557,0.00132,malt,male,-2.879426069,1
21.unmapped,Selenomonas sputigena,69823,S,309,62,371,0.00031,malt,male,-3.508638306,1
21.unmapped,Selenomonas ruminantium,971,S,100,35,135,0.00011,malt,male,-3.958607315,1
21.unmapped,Selenomonas sp. oral taxon 126,712528,S,87,48,135,0.00011,malt,male,-3.958607315,1
21.unmapped,Selenomonas sp. oral taxon 920,1884263,S,45,29,74,6.00E-05,malt,male,-4.22184875,1
21.unmapped,Selenomonas sp. oral taxon 136,713030,S,17,194,211,0.00018,malt,male,-3.744727495,1
21.unmapped,Selenomonas sp. oral taxon 478,712538,S,14,177,191,0.00016,malt,male,-3.795880017,1
21.unmapped,Pelosinus fermentans,365349,S,113,134,247,0.00021,malt,male,-3.677780705,1
21.unmapped,Pelosinus sp. UFO1,484770,S,88,165,253,0.00021,malt,male,-3.677780705,1
21.unmapped,Veillonella parvula,29466,S,622,568,1190,0.00101,malt,male,-2.995678626,1
21.unmapped,Veillonella rodentium,248315,S,84,108,192,0.00016,malt,male,-3.795880017,1
21.unmapped,Dialister pneumosintes,39950,S,43,18,61,5.00E-05,malt,male,-4.301029996,1
21.unmapped,Dialister sp. Marseille-P5638,2161821,S,30,13,43,4.00E-05,malt,male,-4.397940009,1
21.unmapped,Megasphaera elsdenii,907,S,42,50,92,8.00E-05,malt,male,-4.096910013,1
21.unmapped,Negativicoccus massiliensis,1702287,S,32,16,48,4.00E-05,malt,male,-4.397940009,1
21.unmapped,Acidaminococcus fermentans,905,S,43,59,102,9.00E-05,malt,male,-4.045757491,1
21.unmapped,Acidaminococcus intestini,187327,S,32,31,63,5.00E-05,malt,male,-4.301029996,1
21.unmapped,Anaerococcus prevotii,33034,S,205,112,317,0.00027,malt,male,-3.568636236,1
21.unmapped,Anaerococcus mediterraneensis,1870984,S,93,80,173,0.00015,malt,male,-3.823908741,1
21.unmapped,Finegoldia magna,1260,S,342,34,376,0.00032,malt,male,-3.494850022,1
21.unmapped,Parvimonas micra,33033,S,45,36,81,7.00E-05,malt,male,-4.15490196,1
21.unmapped,Murdochiella vaginalis,1852373,S,21,12,33,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Peptoniphilus sp. ING2-D1G,1912856,S,20,1,21,2.00E-05,malt,male,-4.698970004,1
21.unmapped,[Clostridium] ultunense,45497,S,31,0,31,3.00E-05,malt,male,-4.522878745,1
21.unmapped,Ezakiella massiliensis,1852374,S,37,11,48,4.00E-05,malt,male,-4.397940009,1
21.unmapped,Erysipelothrix larvae,1514105,S,58,16,74,6.00E-05,malt,male,-4.22184875,1
21.unmapped,Erysipelothrix rhusiopathiae,1648,S,47,44,91,8.00E-05,malt,male,-4.096910013,1
21.unmapped,Faecalitalea cylindroides,39483,S,84,97,181,0.00015,malt,male,-3.823908741,1
21.unmapped,Turicibacter sp. H121,1712675,S,71,31,102,9.00E-05,malt,male,-4.045757491,1
21.unmapped,Faecalibaculum rodentium,1702221,S,49,51,100,8.00E-05,malt,male,-4.096910013,1
21.unmapped,Limnochorda pilosa,1555112,S,16,0,16,1.00E-05,malt,male,-5,1
21.unmapped,endosymbiont 'TC1' of Trimyema compressum,243899,S,11,0,11,1.00E-05,malt,male,-5,1
21.unmapped,Synechococcus sp. JA-2-3B'a(2-13),321332,S,874,2063,2937,0.00248,malt,male,-2.605548319,1
21.unmapped,Synechococcus sp. PCC 6312,195253,S,856,846,1702,0.00144,malt,male,-2.841637508,1
21.unmapped,Synechococcus sp. RCC307,316278,S,283,643,926,0.00078,malt,male,-3.107905397,1
21.unmapped,Synechococcus sp. PCC 7502,1173263,S,167,151,318,0.00027,malt,male,-3.568636236,1
21.unmapped,Synechococcus sp. PCC 7336,195250,S,162,119,281,0.00024,malt,male,-3.619788758,1
21.unmapped,Synechococcus sp. JA-3-3Ab,321327,S,113,248,361,0.00031,malt,male,-3.508638306,1
21.unmapped,Synechococcus lividus,33070,S,112,290,402,0.00034,malt,male,-3.468521083,1
21.unmapped,Synechococcus sp. SynAce01,1916956,S,104,287,391,0.00033,malt,male,-3.48148606,1
21.unmapped,Synechococcus sp. KORDI-49,585423,S,98,362,460,0.00039,malt,male,-3.408935393,1
21.unmapped,Synechococcus sp. CC9902,316279,S,12,44,56,5.00E-05,malt,male,-4.301029996,1
21.unmapped,Cyanobium gracile,59930,S,770,2605,3375,0.00285,malt,male,-2.54515514,1
21.unmapped,Cyanobium sp. NIES-981,1851505,S,342,1669,2011,0.0017,malt,male,-2.769551079,1
