name,rank,id,species
cellular organisms,no rank,131567,Bradyrhizobiaceae bacterium SG-6C
Bacteria,superkingdom,2,Bradyrhizobiaceae bacterium SG-6C
Proteobacteria,phylum,1224,Bradyrhizobiaceae bacterium SG-6C
Alphaproteobacteria,class,28211,Bradyrhizobiaceae bacterium SG-6C
Hyphomicrobiales,order,356,Bradyrhizobiaceae bacterium SG-6C
Nitrobacteraceae,family,41294,Bradyrhizobiaceae bacterium SG-6C
unclassified Bradyrhizobiaceae,no rank,81426,Bradyrhizobiaceae bacterium SG-6C
Bradyrhizobiaceae bacterium SG-6C,species,709797,Bradyrhizobiaceae bacterium SG-6C
cellular organisms,no rank,131567,Shinella sp. HZN7
Bacteria,superkingdom,2,Shinella sp. HZN7
Proteobacteria,phylum,1224,Shinella sp. HZN7
Alphaproteobacteria,class,28211,Shinella sp. HZN7
Hyphomicrobiales,order,356,Shinella sp. HZN7
Rhizobiaceae,family,82115,Shinella sp. HZN7
Shinella,genus,323620,Shinella sp. HZN7
unclassified Shinella,no rank,2643062,Shinella sp. HZN7
Shinella sp. HZN7,species,879274,Shinella sp. HZN7
cellular organisms,no rank,131567,Parvibaculum lavamentivorans
Bacteria,superkingdom,2,Parvibaculum lavamentivorans
Proteobacteria,phylum,1224,Parvibaculum lavamentivorans
Alphaproteobacteria,class,28211,Parvibaculum lavamentivorans
Hyphomicrobiales,order,356,Parvibaculum lavamentivorans
Parvibaculaceae,family,2813035,Parvibaculum lavamentivorans
Parvibaculum,genus,256616,Parvibaculum lavamentivorans
Parvibaculum lavamentivorans,species,256618,Parvibaculum lavamentivorans
cellular organisms,no rank,131567,Xanthobacter autotrophicus
Bacteria,superkingdom,2,Xanthobacter autotrophicus
Proteobacteria,phylum,1224,Xanthobacter autotrophicus
Alphaproteobacteria,class,28211,Xanthobacter autotrophicus
Hyphomicrobiales,order,356,Xanthobacter autotrophicus
Xanthobacteraceae,family,335928,Xanthobacter autotrophicus
Xanthobacter,genus,279,Xanthobacter autotrophicus
Xanthobacter autotrophicus,species,280,Xanthobacter autotrophicus
cellular organisms,no rank,131567,Sphingomonas hengshuiensis
Bacteria,superkingdom,2,Sphingomonas hengshuiensis
Proteobacteria,phylum,1224,Sphingomonas hengshuiensis
Alphaproteobacteria,class,28211,Sphingomonas hengshuiensis
Sphingomonadales,order,204457,Sphingomonas hengshuiensis
Sphingomonadaceae,family,41297,Sphingomonas hengshuiensis
Sphingomonas,genus,13687,Sphingomonas hengshuiensis
Sphingomonas hengshuiensis,species,1609977,Sphingomonas hengshuiensis
cellular organisms,no rank,131567,Sphingomonas taxi
Bacteria,superkingdom,2,Sphingomonas taxi
Proteobacteria,phylum,1224,Sphingomonas taxi
Alphaproteobacteria,class,28211,Sphingomonas taxi
Sphingomonadales,order,204457,Sphingomonas taxi
Sphingomonadaceae,family,41297,Sphingomonas taxi
Sphingomonas,genus,13687,Sphingomonas taxi
Sphingomonas taxi,species,1549858,Sphingomonas taxi
cellular organisms,no rank,131567,Sphingomonas sp. KC8
Bacteria,superkingdom,2,Sphingomonas sp. KC8
Proteobacteria,phylum,1224,Sphingomonas sp. KC8
Alphaproteobacteria,class,28211,Sphingomonas sp. KC8
Sphingomonadales,order,204457,Sphingomonas sp. KC8
Sphingomonadaceae,family,41297,Sphingomonas sp. KC8
Sphingomonas,genus,13687,Sphingomonas sp. KC8
unclassified Sphingomonas,no rank,196159,Sphingomonas sp. KC8
Sphingomonas sp. KC8,species,1030157,Sphingomonas sp. KC8
cellular organisms,no rank,131567,Sphingomonas panacis
Bacteria,superkingdom,2,Sphingomonas panacis
Proteobacteria,phylum,1224,Sphingomonas panacis
Alphaproteobacteria,class,28211,Sphingomonas panacis
Sphingomonadales,order,204457,Sphingomonas panacis
Sphingomonadaceae,family,41297,Sphingomonas panacis
Sphingomonas,genus,13687,Sphingomonas panacis
Sphingomonas panacis,species,1560345,Sphingomonas panacis
cellular organisms,no rank,131567,Sphingomonas sp. LK11
Bacteria,superkingdom,2,Sphingomonas sp. LK11
Proteobacteria,phylum,1224,Sphingomonas sp. LK11
Alphaproteobacteria,class,28211,Sphingomonas sp. LK11
Sphingomonadales,order,204457,Sphingomonas sp. LK11
Sphingomonadaceae,family,41297,Sphingomonas sp. LK11
Sphingomonas,genus,13687,Sphingomonas sp. LK11
unclassified Sphingomonas,no rank,196159,Sphingomonas sp. LK11
Sphingomonas sp. LK11,species,1390395,Sphingomonas sp. LK11
cellular organisms,no rank,131567,Sphingomonas indica
Bacteria,superkingdom,2,Sphingomonas indica
Proteobacteria,phylum,1224,Sphingomonas indica
Alphaproteobacteria,class,28211,Sphingomonas indica
Sphingomonadales,order,204457,Sphingomonas indica
Sphingomonadaceae,family,41297,Sphingomonas indica
Allosphingosinicella,genus,2823232,Sphingomonas indica
Allosphingosinicella indica,species,941907,Sphingomonas indica
cellular organisms,no rank,131567,Sphingomonas koreensis
Bacteria,superkingdom,2,Sphingomonas koreensis
Proteobacteria,phylum,1224,Sphingomonas koreensis
Alphaproteobacteria,class,28211,Sphingomonas koreensis
Sphingomonadales,order,204457,Sphingomonas koreensis
Sphingomonadaceae,family,41297,Sphingomonas koreensis
Sphingomonas,genus,13687,Sphingomonas koreensis
Sphingomonas koreensis,species,93064,Sphingomonas koreensis
cellular organisms,no rank,131567,Sphingomonas sp. LM7
Bacteria,superkingdom,2,Sphingomonas sp. LM7
Proteobacteria,phylum,1224,Sphingomonas sp. LM7
Alphaproteobacteria,class,28211,Sphingomonas sp. LM7
Sphingomonadales,order,204457,Sphingomonas sp. LM7
Sphingomonadaceae,family,41297,Sphingomonas sp. LM7
Sphingomonas,genus,13687,Sphingomonas sp. LM7
unclassified Sphingomonas,no rank,196159,Sphingomonas sp. LM7
Sphingomonas sp. LM7,species,1938607,Sphingomonas sp. LM7
cellular organisms,no rank,131567,Sphingobium yanoikuyae
Bacteria,superkingdom,2,Sphingobium yanoikuyae
Proteobacteria,phylum,1224,Sphingobium yanoikuyae
Alphaproteobacteria,class,28211,Sphingobium yanoikuyae
Sphingomonadales,order,204457,Sphingobium yanoikuyae
Sphingomonadaceae,family,41297,Sphingobium yanoikuyae
Sphingobium,genus,165695,Sphingobium yanoikuyae
Sphingobium yanoikuyae,species,13690,Sphingobium yanoikuyae
cellular organisms,no rank,131567,Sphingopyxis sp. LPB0140
Bacteria,superkingdom,2,Sphingopyxis sp. LPB0140
Proteobacteria,phylum,1224,Sphingopyxis sp. LPB0140
Alphaproteobacteria,class,28211,Sphingopyxis sp. LPB0140
Sphingomonadales,order,204457,Sphingopyxis sp. LPB0140
Sphingomonadaceae,family,41297,Sphingopyxis sp. LPB0140
Sphingorhabdus,genus,1434046,Sphingopyxis sp. LPB0140
Sphingorhabdus lutea,species,1913578,Sphingopyxis sp. LPB0140
cellular organisms,no rank,131567,Novosphingobium aromaticivorans
Bacteria,superkingdom,2,Novosphingobium aromaticivorans
Proteobacteria,phylum,1224,Novosphingobium aromaticivorans
Alphaproteobacteria,class,28211,Novosphingobium aromaticivorans
Sphingomonadales,order,204457,Novosphingobium aromaticivorans
Sphingomonadaceae,family,41297,Novosphingobium aromaticivorans
Novosphingobium,genus,165696,Novosphingobium aromaticivorans
Novosphingobium aromaticivorans,species,48935,Novosphingobium aromaticivorans
cellular organisms,no rank,131567,Rhizorhabdus dicambivorans
Bacteria,superkingdom,2,Rhizorhabdus dicambivorans
Proteobacteria,phylum,1224,Rhizorhabdus dicambivorans
Alphaproteobacteria,class,28211,Rhizorhabdus dicambivorans
Sphingomonadales,order,204457,Rhizorhabdus dicambivorans
Sphingomonadaceae,family,41297,Rhizorhabdus dicambivorans
Rhizorhabdus,genus,1649486,Rhizorhabdus dicambivorans
Rhizorhabdus dicambivorans,species,1850238,Rhizorhabdus dicambivorans
cellular organisms,no rank,131567,Erythrobacter gangjinensis
Bacteria,superkingdom,2,Erythrobacter gangjinensis
Proteobacteria,phylum,1224,Erythrobacter gangjinensis
Alphaproteobacteria,class,28211,Erythrobacter gangjinensis
Sphingomonadales,order,204457,Erythrobacter gangjinensis
Erythrobacteraceae,family,335929,Erythrobacter gangjinensis
Aurantiacibacter,genus,2800681,Erythrobacter gangjinensis
Aurantiacibacter gangjinensis,species,502682,Erythrobacter gangjinensis
cellular organisms,no rank,131567,Rhodobacter sphaeroides
Bacteria,superkingdom,2,Rhodobacter sphaeroides
Proteobacteria,phylum,1224,Rhodobacter sphaeroides
Alphaproteobacteria,class,28211,Rhodobacter sphaeroides
Rhodobacterales,order,204455,Rhodobacter sphaeroides
Rhodobacteraceae,family,31989,Rhodobacter sphaeroides
Cereibacter,genus,1653176,Rhodobacter sphaeroides
Cereibacter sphaeroides,species,1063,Rhodobacter sphaeroides
cellular organisms,no rank,131567,Gemmobacter sp. HYN0069
Bacteria,superkingdom,2,Gemmobacter sp. HYN0069
Proteobacteria,phylum,1224,Gemmobacter sp. HYN0069
Alphaproteobacteria,class,28211,Gemmobacter sp. HYN0069
Rhodobacterales,order,204455,Gemmobacter sp. HYN0069
Rhodobacteraceae,family,31989,Gemmobacter sp. HYN0069
Gemmobacter,genus,204456,Gemmobacter sp. HYN0069
Gemmobacter aquarius,species,2169400,Gemmobacter sp. HYN0069
cellular organisms,no rank,131567,Defluviimonas alba
Bacteria,superkingdom,2,Defluviimonas alba
Proteobacteria,phylum,1224,Defluviimonas alba
Alphaproteobacteria,class,28211,Defluviimonas alba
Rhodobacterales,order,204455,Defluviimonas alba
Rhodobacteraceae,family,31989,Defluviimonas alba
Frigidibacter,genus,1775705,Defluviimonas alba
Frigidibacter mobilis,species,1335048,Defluviimonas alba
cellular organisms,no rank,131567,Rhodobacteraceae bacterium QY30
Bacteria,superkingdom,2,Rhodobacteraceae bacterium QY30
Proteobacteria,phylum,1224,Rhodobacteraceae bacterium QY30
Alphaproteobacteria,class,28211,Rhodobacteraceae bacterium QY30
Rhodobacterales,order,204455,Rhodobacteraceae bacterium QY30
Rhodobacteraceae,family,31989,Rhodobacteraceae bacterium QY30
unclassified Rhodobacteraceae,no rank,58840,Rhodobacteraceae bacterium QY30
Rhodobacteraceae bacterium QY30,species,2033435,Rhodobacteraceae bacterium QY30
cellular organisms,no rank,131567,Brevundimonas diminuta
Bacteria,superkingdom,2,Brevundimonas diminuta
Proteobacteria,phylum,1224,Brevundimonas diminuta
Alphaproteobacteria,class,28211,Brevundimonas diminuta
Caulobacterales,order,204458,Brevundimonas diminuta
Caulobacteraceae,family,76892,Brevundimonas diminuta
Brevundimonas,genus,41275,Brevundimonas diminuta
Brevundimonas diminuta,species,293,Brevundimonas diminuta
cellular organisms,no rank,131567,Brevundimonas naejangsanensis
Bacteria,superkingdom,2,Brevundimonas naejangsanensis
Proteobacteria,phylum,1224,Brevundimonas naejangsanensis
Alphaproteobacteria,class,28211,Brevundimonas naejangsanensis
Caulobacterales,order,204458,Brevundimonas naejangsanensis
Caulobacteraceae,family,76892,Brevundimonas naejangsanensis
Brevundimonas,genus,41275,Brevundimonas naejangsanensis
Brevundimonas naejangsanensis,species,588932,Brevundimonas naejangsanensis
cellular organisms,no rank,131567,Caulobacter mirabilis
Bacteria,superkingdom,2,Caulobacter mirabilis
Proteobacteria,phylum,1224,Caulobacter mirabilis
Alphaproteobacteria,class,28211,Caulobacter mirabilis
Caulobacterales,order,204458,Caulobacter mirabilis
Caulobacteraceae,family,76892,Caulobacter mirabilis
Caulobacter,genus,75,Caulobacter mirabilis
Caulobacter mirabilis,species,69666,Caulobacter mirabilis
cellular organisms,no rank,131567,Phenylobacterium zucineum
Bacteria,superkingdom,2,Phenylobacterium zucineum
Proteobacteria,phylum,1224,Phenylobacterium zucineum
Alphaproteobacteria,class,28211,Phenylobacterium zucineum
Caulobacterales,order,204458,Phenylobacterium zucineum
Caulobacteraceae,family,76892,Phenylobacterium zucineum
Phenylobacterium,genus,20,Phenylobacterium zucineum
Phenylobacterium zucineum,species,284016,Phenylobacterium zucineum
cellular organisms,no rank,131567,Phenylobacterium sp. HYN0004
Bacteria,superkingdom,2,Phenylobacterium sp. HYN0004
Proteobacteria,phylum,1224,Phenylobacterium sp. HYN0004
Alphaproteobacteria,class,28211,Phenylobacterium sp. HYN0004
Caulobacterales,order,204458,Phenylobacterium sp. HYN0004
Caulobacteraceae,family,76892,Phenylobacterium sp. HYN0004
Phenylobacterium,genus,20,Phenylobacterium sp. HYN0004
Phenylobacterium parvum,species,2201350,Phenylobacterium sp. HYN0004
cellular organisms,no rank,131567,Caulobacteraceae bacterium OTSz_A_272
Bacteria,superkingdom,2,Caulobacteraceae bacterium OTSz_A_272
Proteobacteria,phylum,1224,Caulobacteraceae bacterium OTSz_A_272
Alphaproteobacteria,class,28211,Caulobacteraceae bacterium OTSz_A_272
Hyphomonadales,order,2800060,Caulobacteraceae bacterium OTSz_A_272
Hyphomonadaceae,family,69657,Caulobacteraceae bacterium OTSz_A_272
Candidatus Viadribacter,genus,2892997,Caulobacteraceae bacterium OTSz_A_272
Candidatus Viadribacter manganicus,species,1759059,Caulobacteraceae bacterium OTSz_A_272
cellular organisms,no rank,131567,Asticcacaulis excentricus
Bacteria,superkingdom,2,Asticcacaulis excentricus
Proteobacteria,phylum,1224,Asticcacaulis excentricus
Alphaproteobacteria,class,28211,Asticcacaulis excentricus
Caulobacterales,order,204458,Asticcacaulis excentricus
Caulobacteraceae,family,76892,Asticcacaulis excentricus
Asticcacaulis,genus,76890,Asticcacaulis excentricus
Asticcacaulis excentricus,species,78587,Asticcacaulis excentricus
cellular organisms,no rank,131567,Gluconobacter albidus
Bacteria,superkingdom,2,Gluconobacter albidus
Proteobacteria,phylum,1224,Gluconobacter albidus
Alphaproteobacteria,class,28211,Gluconobacter albidus
Rhodospirillales,order,204441,Gluconobacter albidus
Acetobacteraceae,family,433,Gluconobacter albidus
Gluconobacter,genus,441,Gluconobacter albidus
Gluconobacter albidus,species,318683,Gluconobacter albidus
cellular organisms,no rank,131567,Ehrlichia canis
Bacteria,superkingdom,2,Ehrlichia canis
Proteobacteria,phylum,1224,Ehrlichia canis
Alphaproteobacteria,class,28211,Ehrlichia canis
Rickettsiales,order,766,Ehrlichia canis
Anaplasmataceae,family,942,Ehrlichia canis
Ehrlichia,genus,943,Ehrlichia canis
canis group,species group,106178,Ehrlichia canis
Ehrlichia canis,species,944,Ehrlichia canis
cellular organisms,no rank,131567,Phreatobacter cathodiphilus
Bacteria,superkingdom,2,Phreatobacter cathodiphilus
Proteobacteria,phylum,1224,Phreatobacter cathodiphilus
Alphaproteobacteria,class,28211,Phreatobacter cathodiphilus
Hyphomicrobiales,order,356,Phreatobacter cathodiphilus
Phreatobacteraceae,family,2843305,Phreatobacter cathodiphilus
Phreatobacter,genus,1632780,Phreatobacter cathodiphilus
Phreatobacter cathodiphilus,species,1868589,Phreatobacter cathodiphilus
cellular organisms,no rank,131567,Sorangium cellulosum
Bacteria,superkingdom,2,Sorangium cellulosum
Proteobacteria,phylum,1224,Sorangium cellulosum
delta/epsilon subdivisions,subphylum,68525,Sorangium cellulosum
Deltaproteobacteria,class,28221,Sorangium cellulosum
Myxococcales,order,29,Sorangium cellulosum
Sorangiineae,suborder,80812,Sorangium cellulosum
Polyangiaceae,family,49,Sorangium cellulosum
Sorangium,genus,39643,Sorangium cellulosum
Sorangium cellulosum,species,56,Sorangium cellulosum
cellular organisms,no rank,131567,Chondromyces crocatus
Bacteria,superkingdom,2,Chondromyces crocatus
Proteobacteria,phylum,1224,Chondromyces crocatus
delta/epsilon subdivisions,subphylum,68525,Chondromyces crocatus
Deltaproteobacteria,class,28221,Chondromyces crocatus
Myxococcales,order,29,Chondromyces crocatus
Sorangiineae,suborder,80812,Chondromyces crocatus
Polyangiaceae,family,49,Chondromyces crocatus
Chondromyces,genus,50,Chondromyces crocatus
Chondromyces crocatus,species,52,Chondromyces crocatus
cellular organisms,no rank,131567,Pajaroellobacter abortibovis
Bacteria,superkingdom,2,Pajaroellobacter abortibovis
Proteobacteria,phylum,1224,Pajaroellobacter abortibovis
delta/epsilon subdivisions,subphylum,68525,Pajaroellobacter abortibovis
Deltaproteobacteria,class,28221,Pajaroellobacter abortibovis
Myxococcales,order,29,Pajaroellobacter abortibovis
Sorangiineae,suborder,80812,Pajaroellobacter abortibovis
Polyangiaceae,family,49,Pajaroellobacter abortibovis
Pajaroellobacter,genus,1882917,Pajaroellobacter abortibovis
Pajaroellobacter abortibovis,species,1882918,Pajaroellobacter abortibovis
cellular organisms,no rank,131567,Sandaracinus amylolyticus
Bacteria,superkingdom,2,Sandaracinus amylolyticus
Proteobacteria,phylum,1224,Sandaracinus amylolyticus
delta/epsilon subdivisions,subphylum,68525,Sandaracinus amylolyticus
Deltaproteobacteria,class,28221,Sandaracinus amylolyticus
Myxococcales,order,29,Sandaracinus amylolyticus
Sorangiineae,suborder,80812,Sandaracinus amylolyticus
Sandaracinaceae,family,1055686,Sandaracinus amylolyticus
Sandaracinus,genus,1055688,Sandaracinus amylolyticus
Sandaracinus amylolyticus,species,927083,Sandaracinus amylolyticus
cellular organisms,no rank,131567,Anaeromyxobacter sp. Fw109-5
Bacteria,superkingdom,2,Anaeromyxobacter sp. Fw109-5
Proteobacteria,phylum,1224,Anaeromyxobacter sp. Fw109-5
delta/epsilon subdivisions,subphylum,68525,Anaeromyxobacter sp. Fw109-5
Deltaproteobacteria,class,28221,Anaeromyxobacter sp. Fw109-5
Myxococcales,order,29,Anaeromyxobacter sp. Fw109-5
Cystobacterineae,suborder,80811,Anaeromyxobacter sp. Fw109-5
Anaeromyxobacteraceae,family,1524215,Anaeromyxobacter sp. Fw109-5
Anaeromyxobacter,genus,161492,Anaeromyxobacter sp. Fw109-5
unclassified Anaeromyxobacter,no rank,2620896,Anaeromyxobacter sp. Fw109-5
Anaeromyxobacter sp. Fw109-5,species,404589,Anaeromyxobacter sp. Fw109-5
cellular organisms,no rank,131567,Stigmatella aurantiaca
Bacteria,superkingdom,2,Stigmatella aurantiaca
Proteobacteria,phylum,1224,Stigmatella aurantiaca
delta/epsilon subdivisions,subphylum,68525,Stigmatella aurantiaca
Deltaproteobacteria,class,28221,Stigmatella aurantiaca
Myxococcales,order,29,Stigmatella aurantiaca
Cystobacterineae,suborder,80811,Stigmatella aurantiaca
Archangiaceae,family,39,Stigmatella aurantiaca
Stigmatella,genus,40,Stigmatella aurantiaca
Stigmatella aurantiaca,species,41,Stigmatella aurantiaca
cellular organisms,no rank,131567,Haliangium ochraceum
Bacteria,superkingdom,2,Haliangium ochraceum
Proteobacteria,phylum,1224,Haliangium ochraceum
delta/epsilon subdivisions,subphylum,68525,Haliangium ochraceum
Deltaproteobacteria,class,28221,Haliangium ochraceum
Myxococcales,order,29,Haliangium ochraceum
Nannocystineae,suborder,224462,Haliangium ochraceum
Kofleriaceae,family,224464,Haliangium ochraceum
Haliangium,genus,162027,Haliangium ochraceum
Haliangium ochraceum,species,80816,Haliangium ochraceum
cellular organisms,no rank,131567,Geobacter anodireducens
Bacteria,superkingdom,2,Geobacter anodireducens
Proteobacteria,phylum,1224,Geobacter anodireducens
delta/epsilon subdivisions,subphylum,68525,Geobacter anodireducens
Deltaproteobacteria,class,28221,Geobacter anodireducens
Desulfuromonadales,order,69541,Geobacter anodireducens
Geobacteraceae,family,213422,Geobacter anodireducens
Geobacter,genus,28231,Geobacter anodireducens
Geobacter anodireducens,species,1340425,Geobacter anodireducens
cellular organisms,no rank,131567,Geoalkalibacter subterraneus
Bacteria,superkingdom,2,Geoalkalibacter subterraneus
Proteobacteria,phylum,1224,Geoalkalibacter subterraneus
delta/epsilon subdivisions,subphylum,68525,Geoalkalibacter subterraneus
Deltaproteobacteria,class,28221,Geoalkalibacter subterraneus
Desulfuromonadales,order,69541,Geoalkalibacter subterraneus
Geobacteraceae,family,213422,Geoalkalibacter subterraneus
Geoalkalibacter,genus,392332,Geoalkalibacter subterraneus
Geoalkalibacter subterraneus,species,483547,Geoalkalibacter subterraneus
cellular organisms,no rank,131567,Pelobacter propionicus
Bacteria,superkingdom,2,Pelobacter propionicus
Proteobacteria,phylum,1224,Pelobacter propionicus
delta/epsilon subdivisions,subphylum,68525,Pelobacter propionicus
Deltaproteobacteria,class,28221,Pelobacter propionicus
Desulfuromonadales,order,69541,Pelobacter propionicus
Desulfuromonadaceae,family,213421,Pelobacter propionicus
Pelobacter,genus,18,Pelobacter propionicus
Pelobacter propionicus,species,29543,Pelobacter propionicus
cellular organisms,no rank,131567,Desulfovibrio alaskensis
Bacteria,superkingdom,2,Desulfovibrio alaskensis
Proteobacteria,phylum,1224,Desulfovibrio alaskensis
delta/epsilon subdivisions,subphylum,68525,Desulfovibrio alaskensis
Deltaproteobacteria,class,28221,Desulfovibrio alaskensis
Desulfovibrionales,order,213115,Desulfovibrio alaskensis
Desulfovibrionaceae,family,194924,Desulfovibrio alaskensis
Oleidesulfovibrio,genus,2909705,Desulfovibrio alaskensis
Oleidesulfovibrio alaskensis,species,58180,Desulfovibrio alaskensis
cellular organisms,no rank,131567,Desulfomonile tiedjei
Bacteria,superkingdom,2,Desulfomonile tiedjei
Proteobacteria,phylum,1224,Desulfomonile tiedjei
delta/epsilon subdivisions,subphylum,68525,Desulfomonile tiedjei
Deltaproteobacteria,class,28221,Desulfomonile tiedjei
Syntrophales,order,2914038,Desulfomonile tiedjei
Syntrophaceae,family,213468,Desulfomonile tiedjei
Desulfomonile,genus,2357,Desulfomonile tiedjei
Desulfomonile tiedjei,species,2358,Desulfomonile tiedjei
cellular organisms,no rank,131567,Syntrophobacter fumaroxidans
Bacteria,superkingdom,2,Syntrophobacter fumaroxidans
Proteobacteria,phylum,1224,Syntrophobacter fumaroxidans
delta/epsilon subdivisions,subphylum,68525,Syntrophobacter fumaroxidans
Deltaproteobacteria,class,28221,Syntrophobacter fumaroxidans
Syntrophobacterales,order,213462,Syntrophobacter fumaroxidans
Syntrophobacteraceae,family,213465,Syntrophobacter fumaroxidans
Syntrophobacter,genus,29526,Syntrophobacter fumaroxidans
Syntrophobacter fumaroxidans,species,119484,Syntrophobacter fumaroxidans
cellular organisms,no rank,131567,Aliiarcobacter trophiarum
Bacteria,superkingdom,2,Aliiarcobacter trophiarum
Proteobacteria,phylum,1224,Aliiarcobacter trophiarum
delta/epsilon subdivisions,subphylum,68525,Aliiarcobacter trophiarum
Epsilonproteobacteria,class,29547,Aliiarcobacter trophiarum
Campylobacterales,order,213849,Aliiarcobacter trophiarum
Arcobacteraceae,family,2808963,Aliiarcobacter trophiarum
Aliarcobacter,genus,2321111,Aliiarcobacter trophiarum
Aliarcobacter trophiarum,species,708186,Aliiarcobacter trophiarum
cellular organisms,no rank,131567,Pseudoarcobacter suis
Bacteria,superkingdom,2,Pseudoarcobacter suis
Proteobacteria,phylum,1224,Pseudoarcobacter suis
delta/epsilon subdivisions,subphylum,68525,Pseudoarcobacter suis
Epsilonproteobacteria,class,29547,Pseudoarcobacter suis
Campylobacterales,order,213849,Pseudoarcobacter suis
Arcobacteraceae,family,2808963,Pseudoarcobacter suis
Arcobacter,genus,28196,Pseudoarcobacter suis
Arcobacter suis,species,1278212,Pseudoarcobacter suis
cellular organisms,no rank,131567,Sulfuricurvum kujiense
Bacteria,superkingdom,2,Sulfuricurvum kujiense
Proteobacteria,phylum,1224,Sulfuricurvum kujiense
delta/epsilon subdivisions,subphylum,68525,Sulfuricurvum kujiense
Epsilonproteobacteria,class,29547,Sulfuricurvum kujiense
Campylobacterales,order,213849,Sulfuricurvum kujiense
Thiovulaceae,family,2771471,Sulfuricurvum kujiense
Sulfuricurvum,genus,286130,Sulfuricurvum kujiense
Sulfuricurvum kujiense,species,148813,Sulfuricurvum kujiense
cellular organisms,no rank,131567,Helicobacter pylori
Bacteria,superkingdom,2,Helicobacter pylori
Proteobacteria,phylum,1224,Helicobacter pylori
delta/epsilon subdivisions,subphylum,68525,Helicobacter pylori
Epsilonproteobacteria,class,29547,Helicobacter pylori
Campylobacterales,order,213849,Helicobacter pylori
Helicobacteraceae,family,72293,Helicobacter pylori
Helicobacter,genus,209,Helicobacter pylori
Helicobacter pylori,species,210,Helicobacter pylori
cellular organisms,no rank,131567,Bacteriovorax stolpii
Bacteria,superkingdom,2,Bacteriovorax stolpii
Proteobacteria,phylum,1224,Bacteriovorax stolpii
Oligoflexia,class,1553900,Bacteriovorax stolpii
Bacteriovoracales,order,2024979,Bacteriovorax stolpii
Bacteriovoracaceae,family,263369,Bacteriovorax stolpii
Bacteriovorax,genus,146784,Bacteriovorax stolpii
Bacteriovorax stolpii,species,960,Bacteriovorax stolpii
cellular organisms,no rank,131567,Bdellovibrio bacteriovorus
Bacteria,superkingdom,2,Bdellovibrio bacteriovorus
Proteobacteria,phylum,1224,Bdellovibrio bacteriovorus
Oligoflexia,class,1553900,Bdellovibrio bacteriovorus
Bdellovibrionales,order,213481,Bdellovibrio bacteriovorus
Bdellovibrionaceae,family,213483,Bdellovibrio bacteriovorus
Bdellovibrio,genus,958,Bdellovibrio bacteriovorus
Bdellovibrio bacteriovorus,species,959,Bdellovibrio bacteriovorus
cellular organisms,no rank,131567,Bdellovibrio exovorus
Bacteria,superkingdom,2,Bdellovibrio exovorus
Proteobacteria,phylum,1224,Bdellovibrio exovorus
Oligoflexia,class,1553900,Bdellovibrio exovorus
Bdellovibrionales,order,213481,Bdellovibrio exovorus
Bdellovibrionaceae,family,213483,Bdellovibrio exovorus
Pseudobdellovibrio,genus,2862745,Bdellovibrio exovorus
Pseudobdellovibrio exovorus,species,453816,Bdellovibrio exovorus
cellular organisms,no rank,131567,Streptomyces lividans
Bacteria,superkingdom,2,Streptomyces lividans
Terrabacteria group,clade,1783272,Streptomyces lividans
Actinobacteria,phylum,201174,Streptomyces lividans
Actinomycetia,class,1760,Streptomyces lividans
Streptomycetales,order,85011,Streptomyces lividans
Streptomycetaceae,family,2062,Streptomyces lividans
Streptomyces,genus,1883,Streptomyces lividans
Streptomyces lividans,species,1916,Streptomyces lividans
cellular organisms,no rank,131567,Microbacterium aurum
Bacteria,superkingdom,2,Microbacterium aurum
Terrabacteria group,clade,1783272,Microbacterium aurum
Actinobacteria,phylum,201174,Microbacterium aurum
Actinomycetia,class,1760,Microbacterium aurum
Micrococcales,order,85006,Microbacterium aurum
Microbacteriaceae,family,85023,Microbacterium aurum
Microbacterium,genus,33882,Microbacterium aurum
Microbacterium aurum,species,36805,Microbacterium aurum
cellular organisms,no rank,131567,Leifsonia xyli
Bacteria,superkingdom,2,Leifsonia xyli
Terrabacteria group,clade,1783272,Leifsonia xyli
Actinobacteria,phylum,201174,Leifsonia xyli
Actinomycetia,class,1760,Leifsonia xyli
Micrococcales,order,85006,Leifsonia xyli
Microbacteriaceae,family,85023,Leifsonia xyli
Leifsonia,genus,110932,Leifsonia xyli
Leifsonia xyli,species,1575,Leifsonia xyli
cellular organisms,no rank,131567,Agrococcus jejuensis
Bacteria,superkingdom,2,Agrococcus jejuensis
Terrabacteria group,clade,1783272,Agrococcus jejuensis
Actinobacteria,phylum,201174,Agrococcus jejuensis
Actinomycetia,class,1760,Agrococcus jejuensis
Micrococcales,order,85006,Agrococcus jejuensis
Microbacteriaceae,family,85023,Agrococcus jejuensis
Agrococcus,genus,46352,Agrococcus jejuensis
Agrococcus jejuensis,species,399736,Agrococcus jejuensis
cellular organisms,no rank,131567,Microterricola viridarii
Bacteria,superkingdom,2,Microterricola viridarii
Terrabacteria group,clade,1783272,Microterricola viridarii
Actinobacteria,phylum,201174,Microterricola viridarii
Actinomycetia,class,1760,Microterricola viridarii
Micrococcales,order,85006,Microterricola viridarii
Microbacteriaceae,family,85023,Microterricola viridarii
Microterricola,genus,518733,Microterricola viridarii
Microterricola viridarii,species,412690,Microterricola viridarii
cellular organisms,no rank,131567,Kocuria palustris
Bacteria,superkingdom,2,Kocuria palustris
