Phylum,case,fraction_total_reads,group,sex
Proteobacteria,26.unmapped,4.28E-05,control,fem
Proteobacteria,23.unmapped,7.02E-05,malt,male
Proteobacteria,29.unmapped,7.88E-05,malt,fem
Proteobacteria,24.unmapped,4.28E-05,control,fem
Proteobacteria,20.unmapped,0.000329699,control,male
Proteobacteria,19.unmapped,6.25E-05,control,male
Proteobacteria,21.unmapped,4.28E-05,malt,male
Proteobacteria,27.unmapped,7.79E-05,malt,fem
Proteobacteria,17.unmapped,8.82E-05,control,male
Proteobacteria,22.unmapped,8.82E-05,malt,male
Proteobacteria,20.unmapped,0.000982246,control,male
Proteobacteria,27.unmapped,0.000348539,malt,fem
Proteobacteria,29.unmapped,0.000266328,malt,fem
Proteobacteria,24.unmapped,0.000241494,control,fem
Proteobacteria,25.unmapped,0.000506966,control,fem
Proteobacteria,21.unmapped,0.001145811,malt,male
Proteobacteria,19.unmapped,0.000700503,control,male
Proteobacteria,26.unmapped,0.000459866,control,fem
Proteobacteria,22.unmapped,0.000206383,malt,male
Proteobacteria,28.unmapped,0.000126741,malt,fem
Actinobacteria,21.unmapped,0.000110471,malt,male
Actinobacteria,22.unmapped,9.59E-05,malt,male
Actinobacteria,21.unmapped,0.000727907,malt,male
Actinobacteria,24.unmapped,6.85E-05,control,fem
Actinobacteria,20.unmapped,0.000106189,control,male
Actinobacteria,28.unmapped,6.85E-05,malt,fem
Actinobacteria,23.unmapped,0.000387075,malt,male
Actinobacteria,27.unmapped,4.37E-05,malt,fem
Actinobacteria,26.unmapped,0.000295445,control,fem
Actinobacteria,29.unmapped,4.11E-05,malt,fem
Actinobacteria,25.unmapped,0.000222654,control,fem
Actinobacteria,19.unmapped,7.62E-05,control,male
Actinobacteria,22.unmapped,4.37E-05,malt,male
Actinobacteria,25.unmapped,4.20E-05,control,fem
Actinobacteria,21.unmapped,4.80E-05,malt,male
Actinobacteria,23.unmapped,0.000107045,malt,male
Actinobacteria,21.unmapped,0.000333124,malt,male
Actinobacteria,27.unmapped,7.62E-05,malt,fem
Actinobacteria,21.unmapped,8.05E-05,malt,male
Cyanobacteria,24.unmapped,0.000145581,control,fem
Cyanobacteria,28.unmapped,0.000137874,malt,fem
Cyanobacteria,18.unmapped,6.08E-05,control,male
Cyanobacteria,26.unmapped,0.000146438,control,fem
Cyanobacteria,29.unmapped,7.71E-05,malt,fem
Cyanobacteria,27.unmapped,5.82E-05,malt,fem
Cyanobacteria,25.unmapped,0.000114752,control,fem
Cyanobacteria,20.unmapped,0.000107901,control,male
Cyanobacteria,21.unmapped,0.000189256,malt,male
Cyanobacteria,17.unmapped,0.000110471,control,male
Bacteroidota,18.unmapped,0.000130167,control,male
Bacteroidota,17.unmapped,0.00013873,control,male
Bacteroidota,20.unmapped,0.000137874,control,male
Bacteroidota,23.unmapped,5.40E-05,malt,male
Bacteroidota,28.unmapped,0.000165278,malt,fem
Bacteroidota,27.unmapped,8.22E-05,malt,fem
Bacteroidota,22.unmapped,0.000170416,malt,male
Bacteroidota,19.unmapped,0.00012931,control,male
Bacteroidota,29.unmapped,0.00013873,malt,fem
Proteobacteria,26.unmapped,4.71E-05,control,fem
Bacteroidota,23.unmapped,4.20E-05,malt,male
Proteobacteria,23.unmapped,6.42E-05,malt,male
Proteobacteria,26.unmapped,5.82E-05,control,fem
Firmicutes,29.unmapped,4.80E-05,malt,fem
Firmicutes,28.unmapped,4.80E-05,malt,fem
Firmicutes,19.unmapped,5.31E-05,control,male
Firmicutes,20.unmapped,5.31E-05,control,male
Proteobacteria,23.unmapped,0.000221797,malt,male
Proteobacteria,25.unmapped,7.96E-05,control,fem
Proteobacteria,22.unmapped,4.28E-05,malt,male
Proteobacteria,27.unmapped,4.45E-05,malt,fem
Proteobacteria,26.unmapped,6.51E-05,control,fem
Proteobacteria,20.unmapped,4.37E-05,control,male
Proteobacteria,18.unmapped,0.001235729,control,male
Proteobacteria,25.unmapped,0.000892328,control,fem
Proteobacteria,19.unmapped,0.000313428,control,male
Proteobacteria,20.unmapped,0.000908599,control,male
Proteobacteria,29.unmapped,0.001045617,malt,fem
Proteobacteria,28.unmapped,0.000573762,malt,fem
Proteobacteria,22.unmapped,0.001263132,malt,male
Proteobacteria,17.unmapped,0.000794703,control,male
Proteobacteria,21.unmapped,0.002032144,malt,male
Proteobacteria,23.unmapped,0.002241096,malt,male
Proteobacteria,24.unmapped,0.000828957,control,fem
Proteobacteria,26.unmapped,0.001283685,control,fem
Proteobacteria,27.unmapped,0.000400777,malt,fem
Firmicutes,21.unmapped,0.000100194,malt,male
Firmicutes,24.unmapped,6.94E-05,control,fem
Firmicutes,19.unmapped,0.00022351,control,male
Firmicutes,22.unmapped,0.000256052,malt,male
Firmicutes,26.unmapped,6.59E-05,control,fem
Firmicutes,18.unmapped,0.000231217,control,male
Firmicutes,25.unmapped,7.11E-05,control,fem
Firmicutes,17.unmapped,0.00022351,control,male
Firmicutes,29.unmapped,0.000239781,malt,fem
Firmicutes,24.unmapped,5.82E-05,control,fem
Firmicutes,23.unmapped,0.000143012,malt,male
Firmicutes,20.unmapped,7.02E-05,control,male
Firmicutes,27.unmapped,0.000160996,malt,fem
Firmicutes,28.unmapped,0.000235499,malt,fem
Firmicutes,21.unmapped,0.00013873,malt,male
Proteobacteria,17.unmapped,4.54E-05,control,male
Bacteroidota,19.unmapped,4.54E-05,control,male
Bacteroidota,29.unmapped,7.62E-05,malt,fem
Bacteroidota,24.unmapped,4.88E-05,control,fem
Bacteroidota,25.unmapped,4.11E-05,control,fem
Bacteroidota,27.unmapped,7.45E-05,malt,fem
Bacteroidota,26.unmapped,5.22E-05,control,fem
Bacteroidota,22.unmapped,7.79E-05,malt,male
Bacteroidota,28.unmapped,6.42E-05,malt,fem
Bacteroidota,18.unmapped,7.36E-05,control,male
Bacteroidota,19.unmapped,4.54E-05,control,male
Bacteroidota,17.unmapped,8.05E-05,control,male
Bacteroidota,21.unmapped,5.91E-05,malt,male
Armatimonadetes,18.unmapped,5.31E-05,control,male
Armatimonadetes,17.unmapped,4.28E-05,control,male
Armatimonadetes,28.unmapped,4.62E-05,malt,fem
Armatimonadetes,22.unmapped,4.62E-05,malt,male
Armatimonadetes,29.unmapped,5.14E-05,malt,fem
Firmicutes,26.unmapped,4.80E-05,control,fem
Cyanobacteria,24.unmapped,5.05E-05,control,fem
Cyanobacteria,26.unmapped,6.42E-05,control,fem
Bacteroidota,29.unmapped,0.000188399,malt,fem
Bacteroidota,22.unmapped,0.000183261,malt,male
Bacteroidota,26.unmapped,9.25E-05,control,fem
Bacteroidota,19.unmapped,0.000143012,control,male
Bacteroidota,24.unmapped,9.25E-05,control,fem
Bacteroidota,18.unmapped,0.000163565,control,male
Bacteroidota,28.unmapped,0.000202101,malt,fem
Bacteroidota,23.unmapped,6.68E-05,malt,male
Bacteroidota,17.unmapped,0.000178979,control,male
Bacteroidota,27.unmapped,0.000107901,malt,fem
Bacteroidota,20.unmapped,0.000106189,control,male
Bacteroidota,21.unmapped,7.79E-05,malt,male
Bacteroidota,25.unmapped,9.25E-05,control,fem
Bacteroidota,17.unmapped,0.000119891,control,male
Bacteroidota,29.unmapped,0.000104476,malt,fem
Bacteroidota,18.unmapped,8.22E-05,control,male
Bacteroidota,26.unmapped,0.000130167,control,fem
Bacteroidota,22.unmapped,9.25E-05,malt,male
Bacteroidota,24.unmapped,0.000184118,control,fem
Bacteroidota,19.unmapped,9.85E-05,control,male
Bacteroidota,20.unmapped,0.000101907,control,male
Bacteroidota,28.unmapped,0.000196963,malt,fem
Bacteroidota,27.unmapped,7.88E-05,malt,fem
Bacteroidota,17.unmapped,5.14E-05,control,male
Bacteroidota,25.unmapped,4.45E-05,control,fem
Bacteroidota,21.unmapped,4.62E-05,malt,male
Bacteroidota,28.unmapped,4.71E-05,malt,fem
Bacteroidota,18.unmapped,4.54E-05,control,male
Bacteroidota,19.unmapped,4.97E-05,control,male
Bacteroidota,22.unmapped,6.42E-05,malt,male
Bacteroidota,24.unmapped,5.40E-05,control,fem
Bacteroidota,26.unmapped,5.14E-05,control,fem
Bacteroidota,19.unmapped,4.88E-05,control,male
Bacteroidota,26.unmapped,8.05E-05,control,fem
Bacteroidota,24.unmapped,7.71E-05,control,fem
Bacteroidota,27.unmapped,9.68E-05,malt,fem
Bacteroidota,18.unmapped,6.34E-05,control,male
Bacteroidota,25.unmapped,5.91E-05,control,fem
Bacteroidota,21.unmapped,0.000102763,malt,male
Bacteroidota,20.unmapped,7.79E-05,control,male
Bacteroidota,29.unmapped,6.68E-05,malt,fem
Bacteroidota,17.unmapped,4.88E-05,control,male
Bacteroidota,28.unmapped,4.88E-05,malt,fem
Bacteroidota,22.unmapped,7.02E-05,malt,male
Bacteroidota,23.unmapped,5.40E-05,malt,male
Bacteroidota,20.unmapped,4.88E-05,control,male
Bacteroidota,28.unmapped,5.48E-05,malt,fem
Bacteroidota,17.unmapped,6.42E-05,control,male
Bacteroidota,27.unmapped,0.000117321,malt,fem
Bacteroidota,22.unmapped,9.08E-05,malt,male
Bacteroidota,29.unmapped,6.34E-05,malt,fem
Bacteroidota,18.unmapped,6.34E-05,control,male
Bacteroidota,19.unmapped,7.45E-05,control,male
Bacteroidota,21.unmapped,4.11E-05,malt,male
Bacteroidota,22.unmapped,8.82E-05,malt,male
Bacteroidota,28.unmapped,6.77E-05,malt,fem
Bacteroidota,27.unmapped,6.94E-05,malt,fem
Bacteroidota,19.unmapped,8.39E-05,control,male
Bacteroidota,17.unmapped,6.94E-05,control,male
Bacteroidota,18.unmapped,5.82E-05,control,male
Bacteroidota,29.unmapped,6.34E-05,malt,fem
Bacteroidota,27.unmapped,8.73E-05,malt,fem
Bacteroidota,28.unmapped,4.45E-05,malt,fem
Bacteroidota,21.unmapped,4.37E-05,malt,male
Bacteroidota,19.unmapped,4.80E-05,control,male
Bacteroidota,27.unmapped,7.36E-05,malt,fem
Bacteroidota,21.unmapped,6.34E-05,malt,male
Bacteroidota,19.unmapped,5.14E-05,control,male
Bacteroidota,22.unmapped,5.48E-05,malt,male
Bacteroidota,20.unmapped,4.97E-05,control,male
Bacteroidota,18.unmapped,0.000117321,control,male
Bacteroidota,17.unmapped,0.000207239,control,male
Bacteroidota,22.unmapped,9.16E-05,malt,male
Bacteroidota,27.unmapped,9.16E-05,malt,fem
Bacteroidota,29.unmapped,0.000130167,malt,fem
Bacteroidota,20.unmapped,5.48E-05,control,male
Bacteroidota,19.unmapped,6.34E-05,control,male
Bacteroidota,28.unmapped,0.000115609,malt,fem
Bacteroidota,22.unmapped,6.25E-05,malt,male
Bacteroidota,29.unmapped,5.57E-05,malt,fem
Bacteroidota,17.unmapped,4.28E-05,control,male
Bacteroidota,19.unmapped,4.37E-05,control,male
Bacteroidota,27.unmapped,4.97E-05,malt,fem
Bacteroidota,17.unmapped,5.05E-05,control,male
Bacteroidota,22.unmapped,5.05E-05,malt,male
Bacteroidota,29.unmapped,5.22E-05,malt,fem
Bacteroidota,19.unmapped,6.17E-05,control,male
Bacteroidota,25.unmapped,5.40E-05,control,fem
Bacteroidota,28.unmapped,4.45E-05,malt,fem
Bacteroidota,19.unmapped,5.74E-05,control,male
Bacteroidota,21.unmapped,8.31E-05,malt,male
Bacteroidota,24.unmapped,5.65E-05,control,fem
Bacteroidota,22.unmapped,6.25E-05,malt,male
Bacteroidota,17.unmapped,5.14E-05,control,male
Bacteroidota,18.unmapped,5.91E-05,control,male
Bacteroidota,27.unmapped,0.000220085,malt,fem
Bacteroidota,29.unmapped,6.34E-05,malt,fem
Bacteroidota,26.unmapped,5.74E-05,control,fem
Bacteroidota,17.unmapped,5.14E-05,control,male
Bacteroidota,29.unmapped,7.19E-05,malt,fem
Bacteroidota,25.unmapped,7.11E-05,control,fem
Bacteroidota,28.unmapped,4.97E-05,malt,fem
Bacteroidota,27.unmapped,6.85E-05,malt,fem
Bacteroidota,19.unmapped,4.20E-05,control,male
Bacteroidota,22.unmapped,6.17E-05,malt,male
Bacteroidota,21.unmapped,4.20E-05,malt,male
Bacteroidota,18.unmapped,5.40E-05,control,male
Bacteroidota,21.unmapped,0.000140443,malt,male
Bacteroidota,20.unmapped,0.00013873,control,male
Bacteroidota,24.unmapped,0.000135305,control,fem
Bacteroidota,17.unmapped,6.85E-05,control,male
Bacteroidota,22.unmapped,7.28E-05,malt,male
Bacteroidota,28.unmapped,7.11E-05,malt,fem
Bacteroidota,25.unmapped,0.000104476,control,fem
Bacteroidota,29.unmapped,9.33E-05,malt,fem
Bacteroidota,18.unmapped,6.25E-05,control,male
Bacteroidota,19.unmapped,5.82E-05,control,male
Bacteroidota,26.unmapped,0.000161852,control,fem
Actinobacteria,27.unmapped,0.000184118,malt,fem
Planctomycetota,29.unmapped,4.88E-05,malt,fem
Planctomycetota,21.unmapped,4.37E-05,malt,male
Planctomycetota,22.unmapped,5.14E-05,malt,male
Planctomycetota,28.unmapped,5.05E-05,malt,fem
Planctomycetota,26.unmapped,4.20E-05,control,fem
Planctomycetota,20.unmapped,4.97E-05,control,male
Planctomycetota,17.unmapped,5.40E-05,control,male
Planctomycetota,25.unmapped,5.65E-05,control,fem
Planctomycetota,24.unmapped,4.20E-05,control,fem
Fusobacteria,26.unmapped,5.74E-05,control,fem
Fusobacteria,28.unmapped,4.71E-05,malt,fem
Fusobacteria,24.unmapped,4.71E-05,control,fem
Actinobacteria,21.unmapped,5.82E-05,malt,male
Firmicutes,21.unmapped,5.65E-05,malt,male
Firmicutes,24.unmapped,4.20E-05,control,fem
Cyanobacteria,18.unmapped,6.08E-05,control,male
Cyanobacteria,28.unmapped,7.19E-05,malt,fem
Cyanobacteria,22.unmapped,4.80E-05,malt,male
Cyanobacteria,17.unmapped,4.28E-05,control,male
Cyanobacteria,29.unmapped,6.59E-05,malt,fem
Cyanobacteria,20.unmapped,4.88E-05,control,male
Cyanobacteria,26.unmapped,0.000137018,control,fem
Cyanobacteria,19.unmapped,7.54E-05,control,male
Cyanobacteria,24.unmapped,8.22E-05,control,fem
Cyanobacteria,21.unmapped,0.000128454,malt,male
Cyanobacteria,27.unmapped,5.05E-05,malt,fem
Planctomycetota,23.unmapped,4.11E-05,malt,male
Planctomycetota,24.unmapped,0.000250914,control,fem
Planctomycetota,17.unmapped,0.000107045,control,male
Planctomycetota,27.unmapped,7.02E-05,malt,fem
Planctomycetota,19.unmapped,0.000100194,control,male
Planctomycetota,20.unmapped,0.000163565,control,male
Planctomycetota,26.unmapped,0.000192681,control,fem
Planctomycetota,25.unmapped,0.000208952,control,fem
Planctomycetota,21.unmapped,0.000196107,malt,male
Planctomycetota,18.unmapped,8.65E-05,control,male
Planctomycetota,22.unmapped,0.000123316,malt,male
Planctomycetota,28.unmapped,0.000144725,malt,fem
Planctomycetota,29.unmapped,0.000107901,malt,fem
Planctomycetota,26.unmapped,9.93E-05,control,fem
Planctomycetota,25.unmapped,0.000126741,control,fem
Planctomycetota,18.unmapped,5.40E-05,control,male
Planctomycetota,22.unmapped,7.45E-05,malt,male
Planctomycetota,17.unmapped,6.34E-05,control,male
Planctomycetota,28.unmapped,6.42E-05,malt,fem
Planctomycetota,21.unmapped,9.93E-05,malt,male
Planctomycetota,19.unmapped,6.68E-05,control,male
Planctomycetota,20.unmapped,0.000120747,control,male
Planctomycetota,29.unmapped,5.91E-05,malt,fem
Planctomycetota,24.unmapped,9.16E-05,control,fem
NA,NA,NA,NA,NA
Proteobacteria,17.unmapped,0.000102763,control,male
Proteobacteria,26.unmapped,7.71E-05,control,fem
Proteobacteria,24.unmapped,7.62E-05,control,fem
Proteobacteria,25.unmapped,9.76E-05,control,fem
Proteobacteria,18.unmapped,0.000106189,control,male
Proteobacteria,21.unmapped,7.79E-05,malt,male
Proteobacteria,19.unmapped,0.000101051,control,male
Proteobacteria,29.unmapped,0.000161852,malt,fem
Proteobacteria,20.unmapped,5.82E-05,control,male
Proteobacteria,28.unmapped,0.000142156,malt,fem
Proteobacteria,22.unmapped,0.000119891,malt,male
Proteobacteria,27.unmapped,4.54E-05,malt,fem
Proteobacteria,17.unmapped,0.000114752,control,male
Proteobacteria,27.unmapped,5.91E-05,malt,fem
Proteobacteria,29.unmapped,0.000100194,malt,fem
Proteobacteria,28.unmapped,8.39E-05,malt,fem
Proteobacteria,19.unmapped,0.000111327,control,male
Proteobacteria,18.unmapped,8.05E-05,control,male
Proteobacteria,22.unmapped,0.000116465,malt,male
Proteobacteria,28.unmapped,6.08E-05,malt,fem
Proteobacteria,22.unmapped,5.74E-05,malt,male
Proteobacteria,19.unmapped,4.37E-05,control,male
Actinobacteria,27.unmapped,4.45E-05,malt,fem
Cyanobacteria,20.unmapped,4.20E-05,control,male
Cyanobacteria,26.unmapped,4.54E-05,control,fem
Cyanobacteria,24.unmapped,4.62E-05,control,fem
Proteobacteria,29.unmapped,4.62E-05,malt,fem
Proteobacteria,22.unmapped,5.14E-05,malt,male
Proteobacteria,17.unmapped,4.28E-05,control,male
Proteobacteria,28.unmapped,0.000171272,malt,fem
Proteobacteria,26.unmapped,5.40E-05,control,fem
Proteobacteria,27.unmapped,5.05E-05,malt,fem
Proteobacteria,17.unmapped,8.73E-05,control,male
Proteobacteria,19.unmapped,6.25E-05,control,male
Proteobacteria,29.unmapped,9.68E-05,malt,fem
Proteobacteria,18.unmapped,0.000108758,control,male
Proteobacteria,22.unmapped,7.62E-05,malt,male
Bacteroidota,18.unmapped,0.000116465,control,male
Bacteroidota,24.unmapped,7.45E-05,control,fem
Bacteroidota,23.unmapped,4.11E-05,malt,male
Bacteroidota,26.unmapped,6.77E-05,control,fem
Bacteroidota,29.unmapped,0.000140443,malt,fem
Bacteroidota,17.unmapped,0.000132736,control,male
Bacteroidota,20.unmapped,6.77E-05,control,male
Bacteroidota,25.unmapped,5.65E-05,control,fem
Bacteroidota,28.unmapped,0.000135305,malt,fem
Bacteroidota,19.unmapped,0.000109614,control,male
Bacteroidota,21.unmapped,4.97E-05,malt,male
Bacteroidota,22.unmapped,0.000160139,malt,male
Proteobacteria,27.unmapped,8.99E-05,malt,fem
Proteobacteria,27.unmapped,5.82E-05,malt,fem
Proteobacteria,27.unmapped,0.000493264,malt,fem
Proteobacteria,26.unmapped,0.001216889,control,fem
Proteobacteria,19.unmapped,0.000827245,control,male
Proteobacteria,28.unmapped,0.000671387,malt,fem
Proteobacteria,29.unmapped,0.000866637,malt,fem
Proteobacteria,23.unmapped,0.000218372,malt,male
Proteobacteria,20.unmapped,0.001127827,control,male
Proteobacteria,21.unmapped,0.001099567,malt,male
Proteobacteria,18.unmapped,0.000646552,control,male
Proteobacteria,25.unmapped,0.000885477,control,fem
Proteobacteria,22.unmapped,0.000733045,malt,male
Proteobacteria,24.unmapped,0.001028489,control,fem
Proteobacteria,17.unmapped,0.000643127,control,male
Cyanobacteria,19.unmapped,4.80E-05,control,male
Cyanobacteria,26.unmapped,0.000137018,control,fem
Proteobacteria,22.unmapped,7.88E-05,malt,male
Proteobacteria,17.unmapped,0.000119034,control,male
Proteobacteria,26.unmapped,0.000131023,control,fem
Proteobacteria,19.unmapped,4.80E-05,control,male
Proteobacteria,18.unmapped,9.42E-05,control,male
Proteobacteria,27.unmapped,9.33E-05,malt,fem
Proteobacteria,28.unmapped,9.51E-05,malt,fem
Proteobacteria,21.unmapped,0.000144725,malt,male
Proteobacteria,29.unmapped,0.00017641,malt,fem
Proteobacteria,25.unmapped,5.65E-05,control,fem
Proteobacteria,24.unmapped,7.88E-05,control,fem
Proteobacteria,20.unmapped,4.88E-05,control,male
Proteobacteria,17.unmapped,0.000619149,control,male
Proteobacteria,19.unmapped,0.000423042,control,male
Proteobacteria,20.unmapped,0.001193767,control,male
Proteobacteria,22.unmapped,0.000623431,malt,male
Proteobacteria,23.unmapped,0.00036481,malt,male
Proteobacteria,24.unmapped,0.000463291,control,fem
Proteobacteria,18.unmapped,0.000526662,control,male
Proteobacteria,28.unmapped,0.000630282,malt,fem
Proteobacteria,29.unmapped,0.000481275,malt,fem
Proteobacteria,26.unmapped,0.000300583,control,fem
Proteobacteria,25.unmapped,0.000458153,control,fem
Proteobacteria,27.unmapped,0.00056006,malt,fem
Proteobacteria,22.unmapped,5.22E-05,malt,male
Proteobacteria,17.unmapped,7.54E-05,control,male
Proteobacteria,21.unmapped,6.34E-05,malt,male
Proteobacteria,20.unmapped,5.82E-05,control,male
Proteobacteria,26.unmapped,5.65E-05,control,fem
Proteobacteria,29.unmapped,5.65E-05,malt,fem
Proteobacteria,18.unmapped,5.48E-05,control,male
Proteobacteria,19.unmapped,4.97E-05,control,male
Proteobacteria,28.unmapped,8.31E-05,malt,fem
Proteobacteria,25.unmapped,5.22E-05,control,fem
Actinobacteria,21.unmapped,0.000116465,malt,male
Proteobacteria,29.unmapped,4.54E-05,malt,fem
Proteobacteria,24.unmapped,5.48E-05,control,fem
Proteobacteria,17.unmapped,4.62E-05,control,male
Proteobacteria,20.unmapped,4.88E-05,control,male
Proteobacteria,28.unmapped,6.08E-05,malt,fem
Proteobacteria,22.unmapped,4.45E-05,malt,male
Proteobacteria,26.unmapped,0.000123316,control,fem
Proteobacteria,25.unmapped,0.000319423,control,fem
Proteobacteria,21.unmapped,4.45E-05,malt,male
Proteobacteria,19.unmapped,4.20E-05,control,male
Proteobacteria,17.unmapped,0.000137018,control,male
Proteobacteria,25.unmapped,0.000137874,control,fem
Proteobacteria,26.unmapped,5.57E-05,control,fem
Proteobacteria,20.unmapped,0.000174698,control,male
Proteobacteria,21.unmapped,6.51E-05,malt,male
Proteobacteria,29.unmapped,0.000172985,malt,fem
Proteobacteria,27.unmapped,9.68E-05,malt,fem
Proteobacteria,18.unmapped,0.000158427,control,male
Proteobacteria,19.unmapped,0.000449589,control,male
Proteobacteria,23.unmapped,9.42E-05,malt,male
Proteobacteria,22.unmapped,0.000143012,malt,male
Proteobacteria,28.unmapped,0.000126741,malt,fem
Proteobacteria,24.unmapped,7.02E-05,control,fem
Proteobacteria,18.unmapped,5.14E-05,control,male
Proteobacteria,19.unmapped,5.91E-05,control,male
Proteobacteria,25.unmapped,5.48E-05,control,fem
Proteobacteria,22.unmapped,0.000116465,malt,male
Proteobacteria,18.unmapped,0.000139587,control,male
Proteobacteria,29.unmapped,0.000125029,malt,fem
Proteobacteria,17.unmapped,0.000107045,control,male
Proteobacteria,19.unmapped,9.85E-05,control,male
Proteobacteria,28.unmapped,0.000126741,malt,fem
Proteobacteria,27.unmapped,4.45E-05,malt,fem
Proteobacteria,26.unmapped,4.80E-05,control,fem
Actinobacteria,27.unmapped,5.65E-05,malt,fem
Proteobacteria,28.unmapped,4.45E-05,malt,fem
Proteobacteria,19.unmapped,4.71E-05,control,male
Proteobacteria,24.unmapped,5.31E-05,control,fem
Proteobacteria,21.unmapped,6.42E-05,malt,male
Proteobacteria,18.unmapped,8.73E-05,control,male
Proteobacteria,20.unmapped,4.62E-05,control,male
Proteobacteria,19.unmapped,0.000113896,control,male
Proteobacteria,24.unmapped,6.08E-05,control,fem
Proteobacteria,28.unmapped,6.51E-05,malt,fem
Proteobacteria,17.unmapped,7.62E-05,control,male
Proteobacteria,22.unmapped,8.73E-05,malt,male
Proteobacteria,21.unmapped,0.000100194,malt,male
Proteobacteria,26.unmapped,6.77E-05,control,fem
Proteobacteria,29.unmapped,7.11E-05,malt,fem
Proteobacteria,17.unmapped,7.02E-05,control,male
Proteobacteria,26.unmapped,7.19E-05,control,fem
Proteobacteria,28.unmapped,7.19E-05,malt,fem
Proteobacteria,19.unmapped,6.59E-05,control,male
Proteobacteria,21.unmapped,8.65E-05,malt,male
Proteobacteria,18.unmapped,7.02E-05,control,male
Proteobacteria,20.unmapped,7.02E-05,control,male
Proteobacteria,27.unmapped,4.11E-05,malt,fem
Proteobacteria,29.unmapped,9.51E-05,malt,fem
Proteobacteria,22.unmapped,5.31E-05,malt,male
Proteobacteria,21.unmapped,4.54E-05,malt,male
Proteobacteria,26.unmapped,6.08E-05,control,fem
Proteobacteria,22.unmapped,5.48E-05,malt,male
Proteobacteria,24.unmapped,4.28E-05,control,fem
Proteobacteria,19.unmapped,6.42E-05,control,male
Proteobacteria,17.unmapped,4.80E-05,control,male
Proteobacteria,18.unmapped,5.40E-05,control,male
Proteobacteria,28.unmapped,6.59E-05,malt,fem
Proteobacteria,29.unmapped,6.25E-05,malt,fem
Proteobacteria,21.unmapped,5.91E-05,malt,male
Kiritimatiellaeota,26.unmapped,6.42E-05,control,fem
Kiritimatiellaeota,25.unmapped,4.88E-05,control,fem
Kiritimatiellaeota,29.unmapped,7.88E-05,malt,fem
Kiritimatiellaeota,19.unmapped,4.54E-05,control,male
Kiritimatiellaeota,22.unmapped,6.08E-05,malt,male
Kiritimatiellaeota,24.unmapped,6.17E-05,control,fem
Kiritimatiellaeota,28.unmapped,7.02E-05,malt,fem
Kiritimatiellaeota,21.unmapped,4.71E-05,malt,male
Kiritimatiellaeota,18.unmapped,6.42E-05,control,male
Kiritimatiellaeota,17.unmapped,6.17E-05,control,male
Proteobacteria,21.unmapped,4.97E-05,malt,male
Proteobacteria,22.unmapped,9.59E-05,malt,male
Proteobacteria,20.unmapped,0.000107901,control,male
Proteobacteria,26.unmapped,0.000112183,control,fem
Proteobacteria,19.unmapped,8.05E-05,control,male
Proteobacteria,28.unmapped,0.00010362,malt,fem
Proteobacteria,25.unmapped,0.000104476,control,fem
Proteobacteria,24.unmapped,6.68E-05,control,fem
Proteobacteria,27.unmapped,0.000333124,malt,fem
Proteobacteria,23.unmapped,5.57E-05,malt,male
Proteobacteria,29.unmapped,0.000207239,malt,fem
Proteobacteria,18.unmapped,6.25E-05,control,male
Proteobacteria,17.unmapped,8.39E-05,control,male
Actinobacteria,25.unmapped,4.62E-05,control,fem
Actinobacteria,20.unmapped,4.71E-05,control,male
Actinobacteria,26.unmapped,4.97E-05,control,fem
Actinobacteria,21.unmapped,5.22E-05,malt,male
Actinobacteria,24.unmapped,5.91E-05,control,fem
Actinobacteria,21.unmapped,0.000168703,malt,male
Actinobacteria,27.unmapped,4.71E-05,malt,fem
Actinobacteria,18.unmapped,4.11E-05,control,male
Actinobacteria,20.unmapped,8.31E-05,control,male
Actinobacteria,23.unmapped,4.28E-05,malt,male
Actinobacteria,17.unmapped,8.82E-05,control,male
Actinobacteria,25.unmapped,4.37E-05,control,fem
Actinobacteria,26.unmapped,0.000137874,control,fem
Actinobacteria,25.unmapped,4.37E-05,control,fem
Actinobacteria,21.unmapped,6.34E-05,malt,male
Actinobacteria,20.unmapped,7.19E-05,control,male
Actinobacteria,26.unmapped,9.16E-05,control,fem
Bacteroidota,22.unmapped,8.22E-05,malt,male
Bacteroidota,18.unmapped,0.000160139,control,male
Bacteroidota,20.unmapped,0.000158427,control,male
Bacteroidota,21.unmapped,0.000248345,malt,male
Bacteroidota,27.unmapped,8.05E-05,malt,fem
Bacteroidota,17.unmapped,0.00015072,control,male
Bacteroidota,19.unmapped,0.000144725,control,male
Bacteroidota,25.unmapped,0.000120747,control,fem
Bacteroidota,28.unmapped,0.000199532,malt,fem
Bacteroidota,26.unmapped,0.000273179,control,fem
Bacteroidota,23.unmapped,6.94E-05,malt,male
Bacteroidota,29.unmapped,0.000139587,malt,fem
Bacteroidota,24.unmapped,0.000199532,control,fem
Firmicutes,26.unmapped,8.48E-05,control,fem
Firmicutes,21.unmapped,8.22E-05,malt,male
Firmicutes,28.unmapped,8.22E-05,malt,fem
Firmicutes,24.unmapped,6.08E-05,control,fem
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
Firmicutes,18.unmapped,5.48E-05,control,male
Firmicutes,28.unmapped,4.45E-05,malt,fem
Firmicutes,19.unmapped,7.79E-05,control,male
