name,rank,id,species
Bacteria,superkingdom,2,Desulfocapsa sulfexigens
Pseudomonadota,phylum,1224,Desulfocapsa sulfexigens
delta/epsilon subdivisions,subphylum,68525,Desulfocapsa sulfexigens
Deltaproteobacteria,class,28221,Desulfocapsa sulfexigens
Desulfobacterales,order,213118,Desulfocapsa sulfexigens
Desulfocapsaceae,family,2886822,Desulfocapsa sulfexigens
Desulfocapsa,genus,53318,Desulfocapsa sulfexigens
Desulfocapsa sulfexigens,species,65555,Desulfocapsa sulfexigens
cellular organisms,no rank,131567,Desulfotalea psychrophila
Bacteria,superkingdom,2,Desulfotalea psychrophila
Pseudomonadota,phylum,1224,Desulfotalea psychrophila
delta/epsilon subdivisions,subphylum,68525,Desulfotalea psychrophila
Deltaproteobacteria,class,28221,Desulfotalea psychrophila
Desulfobacterales,order,213118,Desulfotalea psychrophila
Desulfocapsaceae,family,2886822,Desulfotalea psychrophila
Desulfotalea,genus,109168,Desulfotalea psychrophila
Desulfotalea psychrophila,species,84980,Desulfotalea psychrophila
cellular organisms,no rank,131567,Desulfomonile tiedjei
Bacteria,superkingdom,2,Desulfomonile tiedjei
Pseudomonadota,phylum,1224,Desulfomonile tiedjei
delta/epsilon subdivisions,subphylum,68525,Desulfomonile tiedjei
Deltaproteobacteria,class,28221,Desulfomonile tiedjei
Syntrophales,order,2914038,Desulfomonile tiedjei
Syntrophaceae,family,213468,Desulfomonile tiedjei
Desulfomonile,genus,2357,Desulfomonile tiedjei
Desulfomonile tiedjei,species,2358,Desulfomonile tiedjei
cellular organisms,no rank,131567,Desulfobacca acetoxidans
Bacteria,superkingdom,2,Desulfobacca acetoxidans
Pseudomonadota,phylum,1224,Desulfobacca acetoxidans
delta/epsilon subdivisions,subphylum,68525,Desulfobacca acetoxidans
Deltaproteobacteria,class,28221,Desulfobacca acetoxidans
Syntrophales,order,2914038,Desulfobacca acetoxidans
Syntrophaceae,family,213468,Desulfobacca acetoxidans
Desulfobacca,genus,60892,Desulfobacca acetoxidans
Desulfobacca acetoxidans,species,60893,Desulfobacca acetoxidans
cellular organisms,no rank,131567,Syntrophobacter fumaroxidans
Bacteria,superkingdom,2,Syntrophobacter fumaroxidans
Pseudomonadota,phylum,1224,Syntrophobacter fumaroxidans
delta/epsilon subdivisions,subphylum,68525,Syntrophobacter fumaroxidans
Deltaproteobacteria,class,28221,Syntrophobacter fumaroxidans
Syntrophobacterales,order,213462,Syntrophobacter fumaroxidans
Syntrophobacteraceae,family,213465,Syntrophobacter fumaroxidans
Syntrophobacter,genus,29526,Syntrophobacter fumaroxidans
Syntrophobacter fumaroxidans,species,119484,Syntrophobacter fumaroxidans
cellular organisms,no rank,131567,Desulfurella acetivorans
Bacteria,superkingdom,2,Desulfurella acetivorans
Pseudomonadota,phylum,1224,Desulfurella acetivorans
delta/epsilon subdivisions,subphylum,68525,Desulfurella acetivorans
Deltaproteobacteria,class,28221,Desulfurella acetivorans
Desulfurellales,order,213113,Desulfurella acetivorans
Desulfurellaceae,family,117942,Desulfurella acetivorans
Desulfurella,genus,33001,Desulfurella acetivorans
Desulfurella acetivorans,species,33002,Desulfurella acetivorans
cellular organisms,no rank,131567,Bradymonas sediminis
Bacteria,superkingdom,2,Bradymonas sediminis
Pseudomonadota,phylum,1224,Bradymonas sediminis
delta/epsilon subdivisions,subphylum,68525,Bradymonas sediminis
Deltaproteobacteria,class,28221,Bradymonas sediminis
Bradymonadales,order,1779134,Bradymonas sediminis
Bradymonadaceae,family,1779135,Bradymonas sediminis
Bradymonas,genus,1779136,Bradymonas sediminis
Bradymonas sediminis,species,1548548,Bradymonas sediminis
cellular organisms,no rank,131567,Candidatus Babela massiliensis
Bacteria,superkingdom,2,Candidatus Babela massiliensis
Bacteria incertae sedis,no rank,2323,Candidatus Babela massiliensis
Bacteria candidate phyla,clade,1783234,Candidatus Babela massiliensis
Candidatus Dependentiae,clade,95901,Candidatus Babela massiliensis
Candidatus Babeliae,class,2497643,Candidatus Babela massiliensis
Candidatus Babeliales,order,2497644,Candidatus Babela massiliensis
Candidatus Babeliaceae,family,2497645,Candidatus Babela massiliensis
Candidatus Babela,genus,1551504,Candidatus Babela massiliensis
Candidatus Babela massiliensis,species,673862,Candidatus Babela massiliensis
cellular organisms,no rank,131567,Candidatus Desulfofervidus auxilii
Bacteria,superkingdom,2,Candidatus Desulfofervidus auxilii
Pseudomonadota,phylum,1224,Candidatus Desulfofervidus auxilii
delta/epsilon subdivisions,subphylum,68525,Candidatus Desulfofervidus auxilii
Deltaproteobacteria,class,28221,Candidatus Desulfofervidus auxilii
Deltaproteobacteria incertae sedis,no rank,45456,Candidatus Desulfofervidus auxilii
Candidatus Desulfofervidaceae,family,1902584,Candidatus Desulfofervidus auxilii
Candidatus Desulfofervidus,genus,1902583,Candidatus Desulfofervidus auxilii
Candidatus Desulfofervidus auxilii,species,1621989,Candidatus Desulfofervidus auxilii
cellular organisms,no rank,131567,Desulfarculus baarsii
Bacteria,superkingdom,2,Desulfarculus baarsii
Pseudomonadota,phylum,1224,Desulfarculus baarsii
delta/epsilon subdivisions,subphylum,68525,Desulfarculus baarsii
Deltaproteobacteria,class,28221,Desulfarculus baarsii
Desulfarculales,order,453227,Desulfarculus baarsii
Desulfarculaceae,family,453228,Desulfarculus baarsii
Desulfarculus,genus,453229,Desulfarculus baarsii
Desulfarculus baarsii,species,453230,Desulfarculus baarsii
cellular organisms,no rank,131567,Aliiarcobacter skirrowii
Bacteria,superkingdom,2,Aliiarcobacter skirrowii
Pseudomonadota,phylum,1224,Aliiarcobacter skirrowii
delta/epsilon subdivisions,subphylum,68525,Aliiarcobacter skirrowii
Epsilonproteobacteria,class,29547,Aliiarcobacter skirrowii
Campylobacterales,order,213849,Aliiarcobacter skirrowii
Arcobacteraceae,family,2808963,Aliiarcobacter skirrowii
Aliarcobacter,genus,2321111,Aliiarcobacter skirrowii
Aliarcobacter skirrowii,species,28200,Aliiarcobacter skirrowii
cellular organisms,no rank,131567,Aliiarcobacter trophiarum
Bacteria,superkingdom,2,Aliiarcobacter trophiarum
Pseudomonadota,phylum,1224,Aliiarcobacter trophiarum
delta/epsilon subdivisions,subphylum,68525,Aliiarcobacter trophiarum
Epsilonproteobacteria,class,29547,Aliiarcobacter trophiarum
Campylobacterales,order,213849,Aliiarcobacter trophiarum
Arcobacteraceae,family,2808963,Aliiarcobacter trophiarum
Aliarcobacter,genus,2321111,Aliiarcobacter trophiarum
Aliarcobacter trophiarum,species,708186,Aliiarcobacter trophiarum
cellular organisms,no rank,131567,Pseudoarcobacter suis
Bacteria,superkingdom,2,Pseudoarcobacter suis
Pseudomonadota,phylum,1224,Pseudoarcobacter suis
delta/epsilon subdivisions,subphylum,68525,Pseudoarcobacter suis
Epsilonproteobacteria,class,29547,Pseudoarcobacter suis
Campylobacterales,order,213849,Pseudoarcobacter suis
Arcobacteraceae,family,2808963,Pseudoarcobacter suis
Arcobacter,genus,28196,Pseudoarcobacter suis
Arcobacter suis,species,1278212,Pseudoarcobacter suis
cellular organisms,no rank,131567,Malacobacter mytili
Bacteria,superkingdom,2,Malacobacter mytili
Pseudomonadota,phylum,1224,Malacobacter mytili
delta/epsilon subdivisions,subphylum,68525,Malacobacter mytili
Epsilonproteobacteria,class,29547,Malacobacter mytili
Campylobacterales,order,213849,Malacobacter mytili
Arcobacteraceae,family,2808963,Malacobacter mytili
Malaciobacter,genus,2321114,Malacobacter mytili
Malaciobacter mytili,species,603050,Malacobacter mytili
cellular organisms,no rank,131567,Campylobacter gracilis
Bacteria,superkingdom,2,Campylobacter gracilis
Pseudomonadota,phylum,1224,Campylobacter gracilis
delta/epsilon subdivisions,subphylum,68525,Campylobacter gracilis
Epsilonproteobacteria,class,29547,Campylobacter gracilis
Campylobacterales,order,213849,Campylobacter gracilis
Campylobacteraceae,family,72294,Campylobacter gracilis
Campylobacter,genus,194,Campylobacter gracilis
Campylobacter gracilis,species,824,Campylobacter gracilis
cellular organisms,no rank,131567,Sulfuricurvum kujiense
Bacteria,superkingdom,2,Sulfuricurvum kujiense
Pseudomonadota,phylum,1224,Sulfuricurvum kujiense
delta/epsilon subdivisions,subphylum,68525,Sulfuricurvum kujiense
Epsilonproteobacteria,class,29547,Sulfuricurvum kujiense
Campylobacterales,order,213849,Sulfuricurvum kujiense
Thiovulaceae,family,2771471,Sulfuricurvum kujiense
Sulfuricurvum,genus,286130,Sulfuricurvum kujiense
Sulfuricurvum kujiense,species,148813,Sulfuricurvum kujiense
cellular organisms,no rank,131567,Helicobacter pylori
Bacteria,superkingdom,2,Helicobacter pylori
Pseudomonadota,phylum,1224,Helicobacter pylori
delta/epsilon subdivisions,subphylum,68525,Helicobacter pylori
Epsilonproteobacteria,class,29547,Helicobacter pylori
Campylobacterales,order,213849,Helicobacter pylori
Helicobacteraceae,family,72293,Helicobacter pylori
Helicobacter,genus,209,Helicobacter pylori
Helicobacter pylori,species,210,Helicobacter pylori
cellular organisms,no rank,131567,Nautilia profundicola
Bacteria,superkingdom,2,Nautilia profundicola
Pseudomonadota,phylum,1224,Nautilia profundicola
delta/epsilon subdivisions,subphylum,68525,Nautilia profundicola
Epsilonproteobacteria,class,29547,Nautilia profundicola
Nautiliales,order,235899,Nautilia profundicola
Nautiliaceae,family,224467,Nautilia profundicola
Nautilia,genus,191291,Nautilia profundicola
Nautilia profundicola,species,244787,Nautilia profundicola
cellular organisms,no rank,131567,Bacteriovorax stolpii
Bacteria,superkingdom,2,Bacteriovorax stolpii
Pseudomonadota,phylum,1224,Bacteriovorax stolpii
Oligoflexia,class,1553900,Bacteriovorax stolpii
Bacteriovoracales,order,2024979,Bacteriovorax stolpii
Bacteriovoracaceae,family,263369,Bacteriovorax stolpii
Bacteriovorax,genus,146784,Bacteriovorax stolpii
Bacteriovorax stolpii,species,960,Bacteriovorax stolpii
cellular organisms,no rank,131567,Bdellovibrio bacteriovorus
Bacteria,superkingdom,2,Bdellovibrio bacteriovorus
Pseudomonadota,phylum,1224,Bdellovibrio bacteriovorus
Oligoflexia,class,1553900,Bdellovibrio bacteriovorus
Bdellovibrionales,order,213481,Bdellovibrio bacteriovorus
Pseudobdellovibrionaceae,family,213483,Bdellovibrio bacteriovorus
Bdellovibrio,genus,958,Bdellovibrio bacteriovorus
Bdellovibrio bacteriovorus,species,959,Bdellovibrio bacteriovorus
cellular organisms,no rank,131567,Bdellovibrio exovorus
Bacteria,superkingdom,2,Bdellovibrio exovorus
Pseudomonadota,phylum,1224,Bdellovibrio exovorus
Oligoflexia,class,1553900,Bdellovibrio exovorus
Bdellovibrionales,order,213481,Bdellovibrio exovorus
Pseudobdellovibrionaceae,family,213483,Bdellovibrio exovorus
Pseudobdellovibrio,genus,2862745,Bdellovibrio exovorus
Pseudobdellovibrio exovorus,species,453816,Bdellovibrio exovorus
cellular organisms,no rank,131567,Mariprofundus aestuarium
Bacteria,superkingdom,2,Mariprofundus aestuarium
Pseudomonadota,phylum,1224,Mariprofundus aestuarium
Zetaproteobacteria,class,580370,Mariprofundus aestuarium
Mariprofundales,order,580371,Mariprofundus aestuarium
Mariprofundaceae,family,580372,Mariprofundus aestuarium
Mariprofundus,genus,377315,Mariprofundus aestuarium
Mariprofundus aestuarium,species,1921086,Mariprofundus aestuarium
cellular organisms,no rank,131567,Hydrogenophilus thermoluteolus
Bacteria,superkingdom,2,Hydrogenophilus thermoluteolus
Pseudomonadota,phylum,1224,Hydrogenophilus thermoluteolus
Hydrogenophilia,class,2008785,Hydrogenophilus thermoluteolus
Hydrogenophilales,order,119069,Hydrogenophilus thermoluteolus
Hydrogenophilaceae,family,206349,Hydrogenophilus thermoluteolus
Hydrogenophilus,genus,70774,Hydrogenophilus thermoluteolus
Hydrogenophilus thermoluteolus,species,297,Hydrogenophilus thermoluteolus
cellular organisms,no rank,131567,Streptomyces lividans
Bacteria,superkingdom,2,Streptomyces lividans
Terrabacteria group,clade,1783272,Streptomyces lividans
Actinomycetota,phylum,201174,Streptomyces lividans
Actinomycetes,class,1760,Streptomyces lividans
Streptomycetales,order,85011,Streptomyces lividans
Streptomycetaceae,family,2062,Streptomyces lividans
Streptomyces,genus,1883,Streptomyces lividans
Streptomyces lividans,species,1916,Streptomyces lividans
cellular organisms,no rank,131567,Streptomyces parvulus
Bacteria,superkingdom,2,Streptomyces parvulus
Terrabacteria group,clade,1783272,Streptomyces parvulus
Actinomycetota,phylum,201174,Streptomyces parvulus
Actinomycetes,class,1760,Streptomyces parvulus
Streptomycetales,order,85011,Streptomyces parvulus
Streptomycetaceae,family,2062,Streptomyces parvulus
Streptomyces,genus,1883,Streptomyces parvulus
Streptomyces parvulus,species,146923,Streptomyces parvulus
cellular organisms,no rank,131567,Streptomyces pristinaespiralis
Bacteria,superkingdom,2,Streptomyces pristinaespiralis
Terrabacteria group,clade,1783272,Streptomyces pristinaespiralis
Actinomycetota,phylum,201174,Streptomyces pristinaespiralis
Actinomycetes,class,1760,Streptomyces pristinaespiralis
Streptomycetales,order,85011,Streptomyces pristinaespiralis
Streptomycetaceae,family,2062,Streptomyces pristinaespiralis
Streptomyces,genus,1883,Streptomyces pristinaespiralis
Streptomyces pristinaespiralis,species,38300,Streptomyces pristinaespiralis
cellular organisms,no rank,131567,Streptomyces bingchenggensis
Bacteria,superkingdom,2,Streptomyces bingchenggensis
Terrabacteria group,clade,1783272,Streptomyces bingchenggensis
Actinomycetota,phylum,201174,Streptomyces bingchenggensis
Actinomycetes,class,1760,Streptomyces bingchenggensis
Streptomycetales,order,85011,Streptomyces bingchenggensis
Streptomycetaceae,family,2062,Streptomyces bingchenggensis
Streptomyces,genus,1883,Streptomyces bingchenggensis
Streptomyces bingchenggensis,species,379067,Streptomyces bingchenggensis
cellular organisms,no rank,131567,Microbacterium pygmaeum
Bacteria,superkingdom,2,Microbacterium pygmaeum
Terrabacteria group,clade,1783272,Microbacterium pygmaeum
Actinomycetota,phylum,201174,Microbacterium pygmaeum
Actinomycetes,class,1760,Microbacterium pygmaeum
Micrococcales,order,85006,Microbacterium pygmaeum
Microbacteriaceae,family,85023,Microbacterium pygmaeum
Microbacterium,genus,33882,Microbacterium pygmaeum
Microbacterium pygmaeum,species,370764,Microbacterium pygmaeum
cellular organisms,no rank,131567,Microbacterium foliorum
Bacteria,superkingdom,2,Microbacterium foliorum
Terrabacteria group,clade,1783272,Microbacterium foliorum
Actinomycetota,phylum,201174,Microbacterium foliorum
Actinomycetes,class,1760,Microbacterium foliorum
Micrococcales,order,85006,Microbacterium foliorum
Microbacteriaceae,family,85023,Microbacterium foliorum
Microbacterium,genus,33882,Microbacterium foliorum
Microbacterium foliorum,species,104336,Microbacterium foliorum
cellular organisms,no rank,131567,Microbacterium aurum
Bacteria,superkingdom,2,Microbacterium aurum
Terrabacteria group,clade,1783272,Microbacterium aurum
Actinomycetota,phylum,201174,Microbacterium aurum
Actinomycetes,class,1760,Microbacterium aurum
Micrococcales,order,85006,Microbacterium aurum
Microbacteriaceae,family,85023,Microbacterium aurum
Microbacterium,genus,33882,Microbacterium aurum
Microbacterium aurum,species,36805,Microbacterium aurum
cellular organisms,no rank,131567,Microbacterium sp. PM5
Bacteria,superkingdom,2,Microbacterium sp. PM5
Terrabacteria group,clade,1783272,Microbacterium sp. PM5
Actinomycetota,phylum,201174,Microbacterium sp. PM5
Actinomycetes,class,1760,Microbacterium sp. PM5
Micrococcales,order,85006,Microbacterium sp. PM5
Microbacteriaceae,family,85023,Microbacterium sp. PM5
Microbacterium,genus,33882,Microbacterium sp. PM5
unclassified Microbacterium,no rank,2609290,Microbacterium sp. PM5
Microbacterium sp. PM5,species,2014534,Microbacterium sp. PM5
cellular organisms,no rank,131567,Candidatus Rhodoluna planktonica
Bacteria,superkingdom,2,Candidatus Rhodoluna planktonica
Terrabacteria group,clade,1783272,Candidatus Rhodoluna planktonica
Actinomycetota,phylum,201174,Candidatus Rhodoluna planktonica
Actinomycetes,class,1760,Candidatus Rhodoluna planktonica
Micrococcales,order,85006,Candidatus Rhodoluna planktonica
Microbacteriaceae,family,85023,Candidatus Rhodoluna planktonica
Luna cluster,no rank,1655488,Candidatus Rhodoluna planktonica
Luna-1 subcluster,clade,1655489,Candidatus Rhodoluna planktonica
Rhodoluna,genus,529883,Candidatus Rhodoluna planktonica
Candidatus Rhodoluna planktonica,species,535712,Candidatus Rhodoluna planktonica
cellular organisms,no rank,131567,Leifsonia xyli
Bacteria,superkingdom,2,Leifsonia xyli
Terrabacteria group,clade,1783272,Leifsonia xyli
Actinomycetota,phylum,201174,Leifsonia xyli
Actinomycetes,class,1760,Leifsonia xyli
Micrococcales,order,85006,Leifsonia xyli
Microbacteriaceae,family,85023,Leifsonia xyli
Leifsonia,genus,110932,Leifsonia xyli
Leifsonia xyli,species,1575,Leifsonia xyli
cellular organisms,no rank,131567,Agrococcus jejuensis
Bacteria,superkingdom,2,Agrococcus jejuensis
Terrabacteria group,clade,1783272,Agrococcus jejuensis
Actinomycetota,phylum,201174,Agrococcus jejuensis
Actinomycetes,class,1760,Agrococcus jejuensis
Micrococcales,order,85006,Agrococcus jejuensis
Microbacteriaceae,family,85023,Agrococcus jejuensis
Agrococcus,genus,46352,Agrococcus jejuensis
Agrococcus jejuensis,species,399736,Agrococcus jejuensis
cellular organisms,no rank,131567,Aurantimicrobium sp. MWH-Mo1
Bacteria,superkingdom,2,Aurantimicrobium sp. MWH-Mo1
Terrabacteria group,clade,1783272,Aurantimicrobium sp. MWH-Mo1
Actinomycetota,phylum,201174,Aurantimicrobium sp. MWH-Mo1
Actinomycetes,class,1760,Aurantimicrobium sp. MWH-Mo1
Micrococcales,order,85006,Aurantimicrobium sp. MWH-Mo1
Microbacteriaceae,family,85023,Aurantimicrobium sp. MWH-Mo1
Aurantimicrobium,genus,1705353,Aurantimicrobium sp. MWH-Mo1
Aurantimicrobium photophilum,species,1987356,Aurantimicrobium sp. MWH-Mo1
cellular organisms,no rank,131567,Salinibacterium sp. CGMCC 1.16371
Bacteria,superkingdom,2,Salinibacterium sp. CGMCC 1.16371
Terrabacteria group,clade,1783272,Salinibacterium sp. CGMCC 1.16371
Actinomycetota,phylum,201174,Salinibacterium sp. CGMCC 1.16371
Actinomycetes,class,1760,Salinibacterium sp. CGMCC 1.16371
Micrococcales,order,85006,Salinibacterium sp. CGMCC 1.16371
Microbacteriaceae,family,85023,Salinibacterium sp. CGMCC 1.16371
Salinibacterium,genus,235888,Salinibacterium sp. CGMCC 1.16371
Salinibacterium hongtaonis,species,2079791,Salinibacterium sp. CGMCC 1.16371
cellular organisms,no rank,131567,Microterricola viridarii
Bacteria,superkingdom,2,Microterricola viridarii
Terrabacteria group,clade,1783272,Microterricola viridarii
Actinomycetota,phylum,201174,Microterricola viridarii
Actinomycetes,class,1760,Microterricola viridarii
Micrococcales,order,85006,Microterricola viridarii
Microbacteriaceae,family,85023,Microterricola viridarii
Microterricola,genus,518733,Microterricola viridarii
Microterricola viridarii,species,412690,Microterricola viridarii
cellular organisms,no rank,131567,Mycetocola sp. CGMCC 1.16372
Bacteria,superkingdom,2,Mycetocola sp. CGMCC 1.16372
Terrabacteria group,clade,1783272,Mycetocola sp. CGMCC 1.16372
Actinomycetota,phylum,201174,Mycetocola sp. CGMCC 1.16372
Actinomycetes,class,1760,Mycetocola sp. CGMCC 1.16372
Micrococcales,order,85006,Mycetocola sp. CGMCC 1.16372
Microbacteriaceae,family,85023,Mycetocola sp. CGMCC 1.16372
Mycetocola,genus,76634,Mycetocola sp. CGMCC 1.16372
Mycetocola zhujimingii,species,2079792,Mycetocola sp. CGMCC 1.16372
cellular organisms,no rank,131567,Plantibacter flavus
Bacteria,superkingdom,2,Plantibacter flavus
Terrabacteria group,clade,1783272,Plantibacter flavus
Actinomycetota,phylum,201174,Plantibacter flavus
Actinomycetes,class,1760,Plantibacter flavus
Micrococcales,order,85006,Plantibacter flavus
Microbacteriaceae,family,85023,Plantibacter flavus
Plantibacter,genus,190323,Plantibacter flavus
Plantibacter flavus,species,150123,Plantibacter flavus
cellular organisms,no rank,131567,Agromyces
Bacteria,superkingdom,2,Agromyces
Terrabacteria group,clade,1783272,Agromyces
Actinomycetota,phylum,201174,Agromyces
Actinomycetes,class,1760,Agromyces
Micrococcales,order,85006,Agromyces
Microbacteriaceae,family,85023,Agromyces
Agromyces,genus,33877,Agromyces
cellular organisms,no rank,131567,Microcella alkaliphila
Bacteria,superkingdom,2,Microcella alkaliphila
Terrabacteria group,clade,1783272,Microcella alkaliphila
Actinomycetota,phylum,201174,Microcella alkaliphila
Actinomycetes,class,1760,Microcella alkaliphila
Micrococcales,order,85006,Microcella alkaliphila
Microbacteriaceae,family,85023,Microcella alkaliphila
Microcella,genus,337004,Microcella alkaliphila
Microcella alkaliphila,species,279828,Microcella alkaliphila
cellular organisms,no rank,131567,Pontimonas salivibrio
Bacteria,superkingdom,2,Pontimonas salivibrio
Terrabacteria group,clade,1783272,Pontimonas salivibrio
Actinomycetota,phylum,201174,Pontimonas salivibrio
Actinomycetes,class,1760,Pontimonas salivibrio
Micrococcales,order,85006,Pontimonas salivibrio
Microbacteriaceae,family,85023,Pontimonas salivibrio
Pontimonas,genus,1434032,Pontimonas salivibrio
Pontimonas salivibrio,species,1159327,Pontimonas salivibrio
cellular organisms,no rank,131567,Kocuria palustris
Bacteria,superkingdom,2,Kocuria palustris
Terrabacteria group,clade,1783272,Kocuria palustris
Actinomycetota,phylum,201174,Kocuria palustris
Actinomycetes,class,1760,Kocuria palustris
Micrococcales,order,85006,Kocuria palustris
Micrococcaceae,family,1268,Kocuria palustris
Kocuria,genus,57493,Kocuria palustris
Kocuria palustris,species,71999,Kocuria palustris
cellular organisms,no rank,131567,Kocuria turfanensis
Bacteria,superkingdom,2,Kocuria turfanensis
Terrabacteria group,clade,1783272,Kocuria turfanensis
Actinomycetota,phylum,201174,Kocuria turfanensis
Actinomycetes,class,1760,Kocuria turfanensis
Micrococcales,order,85006,Kocuria turfanensis
Micrococcaceae,family,1268,Kocuria turfanensis
Kocuria,genus,57493,Kocuria turfanensis
Kocuria turfanensis,species,388357,Kocuria turfanensis
cellular organisms,no rank,131567,Kocuria flava
Bacteria,superkingdom,2,Kocuria flava
Terrabacteria group,clade,1783272,Kocuria flava
Actinomycetota,phylum,201174,Kocuria flava
Actinomycetes,class,1760,Kocuria flava
Micrococcales,order,85006,Kocuria flava
Micrococcaceae,family,1268,Kocuria flava
Kocuria,genus,57493,Kocuria flava
Kocuria flava,species,446860,Kocuria flava
cellular organisms,no rank,131567,Micrococcus luteus
Bacteria,superkingdom,2,Micrococcus luteus
Terrabacteria group,clade,1783272,Micrococcus luteus
Actinomycetota,phylum,201174,Micrococcus luteus
Actinomycetes,class,1760,Micrococcus luteus
Micrococcales,order,85006,Micrococcus luteus
Micrococcaceae,family,1268,Micrococcus luteus
Micrococcus,genus,1269,Micrococcus luteus
Micrococcus luteus,species,1270,Micrococcus luteus
cellular organisms,no rank,131567,Arthrobacter crystallopoietes
Bacteria,superkingdom,2,Arthrobacter crystallopoietes
Terrabacteria group,clade,1783272,Arthrobacter crystallopoietes
Actinomycetota,phylum,201174,Arthrobacter crystallopoietes
Actinomycetes,class,1760,Arthrobacter crystallopoietes
Micrococcales,order,85006,Arthrobacter crystallopoietes
Micrococcaceae,family,1268,Arthrobacter crystallopoietes
Arthrobacter,genus,1663,Arthrobacter crystallopoietes
Arthrobacter crystallopoietes,species,37928,Arthrobacter crystallopoietes
cellular organisms,no rank,131567,Rothia mucilaginosa
Bacteria,superkingdom,2,Rothia mucilaginosa
Terrabacteria group,clade,1783272,Rothia mucilaginosa
Actinomycetota,phylum,201174,Rothia mucilaginosa
Actinomycetes,class,1760,Rothia mucilaginosa
Micrococcales,order,85006,Rothia mucilaginosa
Micrococcaceae,family,1268,Rothia mucilaginosa
Rothia,genus,32207,Rothia mucilaginosa
Rothia mucilaginosa,species,43675,Rothia mucilaginosa
cellular organisms,no rank,131567,Glutamicibacter arilaitensis
Bacteria,superkingdom,2,Glutamicibacter arilaitensis
Terrabacteria group,clade,1783272,Glutamicibacter arilaitensis
Actinomycetota,phylum,201174,Glutamicibacter arilaitensis
Actinomycetes,class,1760,Glutamicibacter arilaitensis
Micrococcales,order,85006,Glutamicibacter arilaitensis
Micrococcaceae,family,1268,Glutamicibacter arilaitensis
Glutamicibacter,genus,1742989,Glutamicibacter arilaitensis
Glutamicibacter arilaitensis,species,256701,Glutamicibacter arilaitensis
cellular organisms,no rank,131567,Neomicrococcus aestuarii
Bacteria,superkingdom,2,Neomicrococcus aestuarii
Terrabacteria group,clade,1783272,Neomicrococcus aestuarii
Actinomycetota,phylum,201174,Neomicrococcus aestuarii
Actinomycetes,class,1760,Neomicrococcus aestuarii
Micrococcales,order,85006,Neomicrococcus aestuarii
Micrococcaceae,family,1268,Neomicrococcus aestuarii
Neomicrococcus,genus,1868332,Neomicrococcus aestuarii
Neomicrococcus aestuarii,species,556325,Neomicrococcus aestuarii
cellular organisms,no rank,131567,Renibacterium salmoninarum
Bacteria,superkingdom,2,Renibacterium salmoninarum
Terrabacteria group,clade,1783272,Renibacterium salmoninarum
Actinomycetota,phylum,201174,Renibacterium salmoninarum
Actinomycetes,class,1760,Renibacterium salmoninarum
Micrococcales,order,85006,Renibacterium salmoninarum
Micrococcaceae,family,1268,Renibacterium salmoninarum
Renibacterium,genus,1645,Renibacterium salmoninarum
Renibacterium salmoninarum,species,1646,Renibacterium salmoninarum
cellular organisms,no rank,131567,Phycicoccus dokdonensis
Bacteria,superkingdom,2,Phycicoccus dokdonensis
Terrabacteria group,clade,1783272,Phycicoccus dokdonensis
Actinomycetota,phylum,201174,Phycicoccus dokdonensis
Actinomycetes,class,1760,Phycicoccus dokdonensis
Micrococcales,order,85006,Phycicoccus dokdonensis
Intrasporangiaceae,family,85021,Phycicoccus dokdonensis
Pedococcus,genus,2805645,Phycicoccus dokdonensis
Pedococcus dokdonensis,species,443156,Phycicoccus dokdonensis
cellular organisms,no rank,131567,Janibacter indicus
Bacteria,superkingdom,2,Janibacter indicus
Terrabacteria group,clade,1783272,Janibacter indicus
Actinomycetota,phylum,201174,Janibacter indicus
Actinomycetes,class,1760,Janibacter indicus
Micrococcales,order,85006,Janibacter indicus
Intrasporangiaceae,family,85021,Janibacter indicus
Janibacter,genus,53457,Janibacter indicus
Janibacter indicus,species,857417,Janibacter indicus
cellular organisms,no rank,131567,Kytococcus sedentarius
Bacteria,superkingdom,2,Kytococcus sedentarius
Terrabacteria group,clade,1783272,Kytococcus sedentarius
Actinomycetota,phylum,201174,Kytococcus sedentarius
Actinomycetes,class,1760,Kytococcus sedentarius
Micrococcales,order,85006,Kytococcus sedentarius
Kytococcaceae,family,2805426,Kytococcus sedentarius
Kytococcus,genus,57499,Kytococcus sedentarius
Kytococcus sedentarius,species,1276,Kytococcus sedentarius
cellular organisms,no rank,131567,Dermacoccus nishinomiyaensis
Bacteria,superkingdom,2,Dermacoccus nishinomiyaensis
Terrabacteria group,clade,1783272,Dermacoccus nishinomiyaensis
Actinomycetota,phylum,201174,Dermacoccus nishinomiyaensis
Actinomycetes,class,1760,Dermacoccus nishinomiyaensis
Micrococcales,order,85006,Dermacoccus nishinomiyaensis
Dermacoccaceae,family,145357,Dermacoccus nishinomiyaensis
Dermacoccus,genus,57495,Dermacoccus nishinomiyaensis
Dermacoccus nishinomiyaensis,species,1274,Dermacoccus nishinomiyaensis
cellular organisms,no rank,131567,Cellulomonas sp. PSBB021
Bacteria,superkingdom,2,Cellulomonas sp. PSBB021
Terrabacteria group,clade,1783272,Cellulomonas sp. PSBB021
Actinomycetota,phylum,201174,Cellulomonas sp. PSBB021
Actinomycetes,class,1760,Cellulomonas sp. PSBB021
Micrococcales,order,85006,Cellulomonas sp. PSBB021
